cost_scenario,split,decline_pct_target_from_validation,manual_review_pct_target_from_validation,total_intervention_pct_target,pd_manual_cutoff_from_validation,pd_decline_cutoff_from_validation,score_manual_cutoff_from_validation,score_decline_cutoff_from_validation,rows,bad_count,good_count,direct_decline_rows,manual_review_rows,auto_approve_rows,actual_direct_decline_pct,actual_manual_review_pct,bad_direct_decline,good_direct_decline,bad_manual_review,good_manual_review,bad_auto_approve,good_auto_approve,direct_decline_bad_rate,manual_review_bad_rate,auto_approve_bad_rate,expected_bad_saved,expected_good_lost,expected_bad_saved_capture,expected_good_lost_capture,expected_final_reject_pct,expected_final_approve_bad_rate,manual_review_cost_total,incremental_value_vs_approve_all_units,incremental_value_per_10000_applications,bad_loss_cost,false_decline_good_cost,manual_review_cost,manual_bad_catch_rate,manual_good_false_decline_rate,max_direct_decline_pct,max_manual_review_pct,max_total_intervention_pct
expensive_manual_conservative_reject,development,0.0,0.07,0.07,0.23432114709867607,inf,469.3162078296537,,184507,14895,169612,0,13931,170576,0.0,0.07550391042074285,0,0,8035,5896,6860,163716,0.0,0.5767712296317565,0.0402166776099803,4017.5,294.8,0.2697213830144344,0.001738084569488008,0.023372012985957175,0.06036526046548538,3482.75,16162.55,875.9857349585652,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.0,0.1,0.1,0.19159978464952473,inf,487.75228358037833,,184507,14895,169612,0,19093,165414,0.0,0.10348116873614552,0,0,9341,9752,5554,159860,0.0,0.48923689310218405,0.033576359921167497,4670.5,487.6,0.31356159785162807,0.002874796594580572,0.027956120905981888,0.057008991970399596,4773.25,17847.85,967.3264428991853,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.01,0.0,0.01,0.47104785323454834,0.47104785323454834,392.2667743276861,392.2667743276861,184507,14895,169612,2854,0,181653,0.015468247817155988,0.0,2545,309,0,0,12350,169303,0.8917309039943938,0.0,0.06798676597689,2545.0,309.0,0.17086270560590802,0.0018218050609626678,0.015468247817155988,0.06798676597689,0.0,12261.5,664.5547323407784,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.01,0.03,0.04,0.30531170684583064,0.47104785323454834,443.20773906287764,392.2667743276861,184507,14895,169612,2854,5701,175952,0.015468247817155988,0.030898556694325962,2545,309,3435,2266,8915,167037,0.8917309039943938,0.6025258726539203,0.05066722742566154,4262.5,422.3,0.28616985565626046,0.0024898002499823125,0.02539090657807021,0.05912784962034721,1425.25,19253.8,1043.5268038611,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.01,0.05,0.060000000000000005,0.2539950077229779,0.47104785323454834,461.62285245436374,392.2667743276861,184507,14895,169612,2854,9256,172397,0.015468247817155988,0.05016611835865306,2545,309,4875,4381,7475,164922,0.8917309039943938,0.526685393258427,0.04335922318833854,4982.5,528.05,0.33450822423632093,0.0031132820790981766,0.029866346534277832,0.055378193254670686,2314.0,21806.425,1181.8752134065373,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.01,0.07,0.08,0.21782097369218856,0.47104785323454834,476.12139403555483,392.2667743276861,184507,14895,169612,2854,12777,168876,0.015468247817155988,0.06924940517161951,2545,309,5994,6783,6356,162520,0.8917309039943938,0.4691242075604602,0.03763708283000545,5542.0,648.1500000000001,0.37207116482040953,0.0038213687710775186,0.03354967562206312,0.05245157706632884,3194.25,23543.525,1276.023402906123,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.01,0.1,0.11,0.18090978210725084,0.47104785323454834,492.8411925432189,392.2667743276861,184507,14895,169612,2854,17948,163705,0.015468247817155988,0.09727544212414706,2545,309,7164,10784,5186,158519,0.8917309039943938,0.39915310898150214,0.03167893466906936,6127.0,848.2,0.4113460892917086,0.005000825413296229,0.037804527741494905,0.04938833493492434,4487.0,24875.7,1348.2252705859398,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.03,0.0,0.03,0.3446418113652874,0.3446418113652874,430.2628900269997,430.2628900269997,184507,14895,169612,6622,0,177885,0.035890237226771884,0.0,4994,1628,0,0,9901,167984,0.7541528239202658,0.0,0.055659555330691175,4994.0,1628.0,0.33528029540114135,0.009598377473291984,0.035890237226771884,0.055659555330691175,0.0,22528.0,1220.983485721409,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.03,0.03,0.06,0.2539950077229779,0.3446418113652874,461.62285245436374,430.2628900269997,184507,14895,169612,6622,5488,172397,0.035890237226771884,0.029744128949037163,4994,1628,2426,3062,7475,164922,0.7541528239202658,0.4420553935860058,0.04335922318833854,6207.0,1781.1,0.41671701913393755,0.010501025870811026,0.04329429235747154,0.04921852560830597,1372.0,26991.35,1462.890296845106,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.03,0.05,0.08,0.21782097369218856,0.3446418113652874,476.12139403555483,430.2628900269997,184507,14895,169612,6622,9009,168876,0.035890237226771884,0.04882741576200361,4994,1628,3545,5464,6356,162520,0.7541528239202658,0.3934953934953935,0.03763708283000545,6766.5,1901.2,0.4542799597180262,0.011209112562790368,0.04697762144525682,0.04622686737265219,2252.25,28728.45,1557.0384863446916,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.03,0.07,0.1,0.19159978464952473,0.3446418113652874,487.75228358037833,430.2628900269997,184507,14895,169612,6622,12471,165414,0.035890237226771884,0.06759093150937363,4994,1628,4347,8124,5554,159860,0.7541528239202658,0.3485686793360597,0.033576359921167497,7167.5,2034.2,0.48120174555219875,0.011993255194207957,0.04987182058133296,0.04408024172686165,3117.75,29668.449999999997,1607.9850628973425,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.03,0.1,0.13,0.16174800345772372,0.3446418113652874,502.5854007483094,430.2628900269997,184507,14895,169612,6622,17662,160223,0.035890237226771884,0.0957253654332898,4994,1628,5357,12305,4544,155679,0.7541528239202658,0.3033065338013815,0.02836047259132584,7672.5,2243.25,0.5151057401812689,0.013225774119755679,0.05374186345233514,0.041368052522677966,4415.5,30582.125,1657.504864314091,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.05,0.0,0.05,0.2762157442718041,0.2762157442718041,453.39180376043964,453.39180376043964,184507,14895,169612,10410,0,174097,0.0564206236077764,0.0,6782,3628,0,0,8113,165984,0.6514889529298751,0.0,0.04660045836516425,6782.0,3628.0,0.455320577374958,0.021389995990849703,0.0564206236077764,0.04660045836516425,0.0,28468.0,1542.9224907456085,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.05,0.03,0.08,0.21782097369218856,0.2762157442718041,476.12139403555483,453.39180376043964,184507,14895,169612,10410,5221,168876,0.0564206236077764,0.028297029380999095,6782,3628,1757,3464,6356,162520,0.6514889529298751,0.33652556981421183,0.03763708283000545,7660.5,3801.2,0.5143001007049346,0.0224111501544702,0.06212067834824695,0.041806971931627156,1305.25,31295.45,1696.1659991219847,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.05,0.05,0.1,0.19159978464952473,0.2762157442718041,487.75228358037833,453.39180376043964,184507,14895,169612,10410,8683,165414,0.0564206236077764,0.047060545128369116,6782,3628,2559,6124,5554,159860,0.6514889529298751,0.29471380859150065,0.033576359921167497,8061.5,3934.2,0.5412218865391071,0.023195292785887788,0.0650148774843231,0.039611897887268835,2170.75,32235.449999999997,1747.1125756746355,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.05,0.07,0.12000000000000001,0.1706412777881954,0.2762157442718041,497.95507381024896,453.39180376043964,184507,14895,169612,10410,12170,161927,0.0564206236077764,0.0659595570899749,6782,3628,3285,8885,4828,157099,0.6514889529298751,0.26992604765817585,0.02981590469779592,8424.5,4072.25,0.5655924806982209,0.024009209254062212,0.06773049261003647,0.03761694433907282,3042.5,32971.625,1787.012145880644,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.05,0.1,0.15000000000000002,0.14573348292807567,0.2762157442718041,511.4712880523599,453.39180376043964,184507,14895,169612,10410,17400,156697,0.0564206236077764,0.09430536510809888,6782,3628,4130,13270,3983,152714,0.6514889529298751,0.23735632183908045,0.025418482804393194,8847.0,4291.5,0.5939577039274925,0.025301865434049477,0.0712086804294688,0.03529236703361469,4350.0,33447.75,1812.8173998818472,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.07,0.0,0.07,0.23432114709867607,0.23432114709867607,469.3162078296537,469.3162078296537,184507,14895,169612,13931,0,170576,0.07550391042074285,0.0,8035,5896,0,0,6860,163716,0.5767712296317565,0.0,0.0402166776099803,8035.0,5896.0,0.5394427660288688,0.03476169138976016,0.07550391042074285,0.0402166776099803,0.0,31331.0,1698.0927552884173,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.07,0.03,0.1,0.19159978464952473,0.23432114709867607,487.75228358037833,469.3162078296537,184507,14895,169612,13931,5162,165414,0.07550391042074285,0.027977258315402667,8035,5896,1306,3856,5554,159860,0.5767712296317565,0.25300271212708253,0.033576359921167497,8688.0,6088.8,0.5832829808660625,0.035898403414852724,0.08008801834076755,0.03656980313462189,1290.5,33016.3,1789.4334632290377,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.07,0.05,0.12000000000000001,0.1706412777881954,0.23432114709867607,497.95507381024896,469.3162078296537,184507,14895,169612,13931,8649,161927,0.07550391042074285,0.04687627027700846,8035,5896,2032,6617,4828,157099,0.5767712296317565,0.23494045554399354,0.02981590469779592,9051.0,6226.85,0.6076535750251763,0.036712319883027145,0.08280363346648095,0.034533057691302,2162.25,33752.475,1829.3330334350458,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.07,0.07,0.14,0.15311868176477064,0.23432114709867607,507.2790697689951,469.3162078296537,184507,14895,169612,13931,12191,158385,0.07550391042074285,0.06607337390993295,8035,5896,2633,9558,4227,154158,0.5767712296317565,0.21597900090230499,0.02668813334596079,9351.5,6373.9,0.6278281302450487,0.03757929863453057,0.08522928669372977,0.03284421998606483,3047.75,34148.9,1850.8186681264126,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.07,0.1,0.17,0.13268463410307968,0.23432114709867607,519.3313634654797,469.3162078296537,184507,14895,169612,13931,17378,153198,0.07550391042074285,0.0941861284395714,8035,5896,3340,14038,3520,149678,0.5767712296317565,0.1921970307285073,0.02297680126372407,9705.0,6597.9,0.6515609264853978,0.03889995990849704,0.08835924924257615,0.03085537153969493,4344.5,34283.65,1858.121914073721,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.1,0.0,0.1,0.19159978464952473,0.19159978464952473,487.75228358037833,487.75228358037833,184507,14895,169612,19093,0,165414,0.10348116873614552,0.0,9341,9752,0,0,5554,159860,0.48923689310218405,0.0,0.033576359921167497,9341.0,9752.0,0.6271231957032561,0.057495931891611445,0.10348116873614552,0.033576359921167497,0.0,32077.0,1738.5248256163725,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.1,0.03,0.13,0.16174800345772372,0.19159978464952473,502.5854007483094,487.75228358037833,184507,14895,169612,19093,5191,160223,0.10348116873614552,0.028134433923916166,9341,9752,1010,4181,4544,155679,0.48923689310218405,0.19456752070891928,0.02836047259132584,9846.0,9961.05,0.6610271903323263,0.05872845081715916,0.1073512116071477,0.03065574701145932,1297.75,32990.675,1788.0446270331208,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.1,0.05,0.15000000000000002,0.14573348292807567,0.19159978464952473,511.4712880523599,487.75228358037833,184507,14895,169612,19093,8717,156697,0.10348116873614552,0.04724481997972976,9341,9752,1571,7146,3983,152714,0.48923689310218405,0.1802225536308363,0.025418482804393194,10126.5,10109.3,0.6798590130916415,0.05960250453977312,0.10967497168129121,0.029028216753758416,2179.25,33289.3,1804.2296498235842,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.1,0.07,0.17,0.13268463410307968,0.19159978464952473,519.3313634654797,487.75228358037833,184507,14895,169612,19093,12216,153198,0.10348116873614552,0.06620887012416873,9341,9752,2034,10182,3520,149678,0.48923689310218405,0.16650294695481335,0.02297680126372407,10358.0,10261.1,0.6954011413225915,0.06049748838525576,0.11175239963795411,0.027683556870275353,3054.0,33344.35,1807.2132764610558,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,development,0.1,0.1,0.2,0.11686200308818163,0.19159978464952473,529.7952434587617,487.75228358037833,184507,14895,169612,19093,17348,148066,0.10348116873614552,0.09402353298248847,9341,9752,2587,14761,2967,145099,0.48923689310218405,0.1491238183075859,0.02003836127132495,10634.5,10490.05,0.7139644175897952,0.061847333915053176,0.114491862097373,0.02607685219556935,4337.0,33100.425,1793.9929108380713,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.0,0.0,0.0,inf,inf,,,61502,4965,56537,0,0,61502,0.0,0.0,0,0,0,0,4965,56537,0.0,0.0,0.08072908198107379,0.0,0.0,0.0,0.0,0.0,0.08072908198107379,0.0,0.0,0.0,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.0,0.03,0.03,0.3446418113652874,inf,430.2628900269997,,61502,4965,56537,0,1799,59703,0.0,0.029251081265649896,0,0,776,1023,4189,55514,0.0,0.4313507504168983,0.07016397835954642,388.0,51.150000000000006,0.07814702920443102,0.0009047172648000425,0.0071404181977821855,0.07495555808482572,449.75,1413.525,229.83398913856462,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.0,0.05,0.05,0.2762157442718041,inf,453.39180376043964,,61502,4965,56537,0,3077,58425,0.0,0.050030893304282786,0,0,1188,1889,3777,54648,0.0,0.38609034774130646,0.06464698331193838,594.0,94.45,0.11963746223564954,0.0016705874029396678,0.011193944912360575,0.07187542907789464,769.25,2059.075,334.79805534779354,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.0,0.07,0.07,0.23432114709867607,inf,469.3162078296537,,61502,4965,56537,0,4289,57213,0.0,0.06973756950993464,0,0,1488,2801,3477,53736,0.0,0.34693401725343903,0.06077290126369881,744.0,140.05,0.14984894259818732,0.0024771388648141927,0.014374329290104387,0.06963283977765662,1072.25,2437.675,396.3570290397061,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.0,0.1,0.1,0.19159978464952473,inf,487.75228358037833,,61502,4965,56537,0,6185,55317,0.0,0.10056583525739,0,0,1901,4284,3064,52253,0.0,0.30735650767987066,0.05538984399009346,950.5,214.20000000000002,0.19144008056394762,0.0037886693669632278,0.01893759552534877,0.06653429967863991,1546.25,2884.95,469.08230626646287,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.01,0.0,0.01,0.47104785323454834,0.47104785323454834,392.2667743276861,392.2667743276861,61502,4965,56537,624,0,60878,0.010146011511820754,0.0,338,286,0,0,4627,56251,0.5416666666666666,0.0,0.07600446795229804,338.0,286.0,0.06807653575025176,0.005058634168774431,0.010146011511820754,0.07600446795229804,0.0,1261.0,205.03398263471104,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.01,0.03,0.04,0.30531170684583064,0.47104785323454834,443.20773906287764,392.2667743276861,61502,4965,56537,624,1867,59011,0.010146011511820754,0.03035673636629703,338,286,665,1202,3962,55049,0.5416666666666666,0.356186395286556,0.06714002474114995,670.5,346.1,0.1350453172205438,0.006121654845499408,0.016529543754674646,0.07100060510470295,466.75,2366.6,384.8004942928685,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.01,0.05,0.060000000000000005,0.2539950077229779,0.47104785323454834,461.62285245436374,392.2667743276861,61502,4965,56537,624,3062,57816,0.010146011511820754,0.049786998796787094,338,286,1008,2054,3619,54197,0.5416666666666666,0.32919660352710645,0.0625951293759513,842.0,388.7,0.16958710976837865,0.006875143711197977,0.02001073135832981,0.0684073514259689,765.5,2861.45,465.261292315697,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.01,0.07,0.08,0.21782097369218856,0.47104785323454834,476.12139403555483,392.2667743276861,61502,4965,56537,624,4337,56541,0.010146011511820754,0.07051803193392085,338,286,1293,3044,3334,53207,0.5416666666666666,0.2981323495503804,0.05896606002723687,984.5,438.20000000000005,0.19828801611278954,0.007750676548101244,0.023132581054274657,0.06625410083006959,1084.25,3180.95,517.2108224122792,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.01,0.1,0.11,0.18090978210725084,0.47104785323454834,492.8411925432189,392.2667743276861,61502,4965,56537,624,6111,54767,0.010146011511820754,0.09936262235374459,338,286,1676,4435,2951,51816,0.5416666666666666,0.2742595319914908,0.05388281264264977,1176.0,507.75,0.23685800604229607,0.00898084440278048,0.027377158466391337,0.06334187309057018,1527.75,3590.625,583.8224773178108,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.03,0.0,0.03,0.3446418113652874,0.3446418113652874,430.2628900269997,430.2628900269997,61502,4965,56537,1799,0,59703,0.029251081265649896,0.0,776,1023,0,0,4189,55514,0.4313507504168983,0.0,0.07016397835954642,776.0,1023.0,0.15629405840886204,0.01809434529600085,0.029251081265649896,0.07016397835954642,0.0,2345.5,381.3697115540958,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.03,0.03,0.06,0.2539950077229779,0.3446418113652874,461.62285245436374,430.2628900269997,61502,4965,56537,1799,1887,57816,0.029251081265649896,0.030681929042957953,776,1023,570,1317,3619,54197,0.4313507504168983,0.302066772655008,0.0625951293759513,1061.0,1088.85,0.2136958710976838,0.01925906928206307,0.034955773795974115,0.06577689266521937,471.75,3199.9750000000004,520.3042177490164,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.03,0.05,0.08,0.21782097369218856,0.3446418113652874,476.12139403555483,430.2628900269997,61502,4965,56537,1799,3162,56541,0.029251081265649896,0.051412962180091705,776,1023,855,2307,3334,53207,0.4313507504168983,0.2703984819734345,0.05896606002723687,1203.5,1138.35,0.24239677744209467,0.020134602118966338,0.03807762349191896,0.06358165082407669,790.5,3519.4750000000004,572.2537478455986,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.03,0.07,0.1,0.19159978464952473,0.3446418113652874,487.75228358037833,430.2628900269997,61502,4965,56537,1799,4386,55317,0.029251081265649896,0.0713147539917401,776,1023,1125,3261,3064,52253,0.4313507504168983,0.25649794801641584,0.05538984399009346,1338.5,1186.05,0.26958710976837863,0.020978297398164033,0.04104825859321649,0.061489603229708985,1096.5,3816.925,620.6180286819941,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.03,0.1,0.13,0.16174800345772372,0.3446418113652874,502.5854007483094,430.2628900269997,61502,4965,56537,1799,6163,53540,0.029251081265649896,0.10020812331306299,776,1023,1438,4725,2751,50789,0.4313507504168983,0.2333279247119909,0.051382144191258874,1495.0,1259.25,0.3011077542799597,0.022273024744857352,0.04478309648466716,0.059066091892881006,1540.75,4045.375,657.7631621735878,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.05,0.0,0.05,0.2762157442718041,0.2762157442718041,453.39180376043964,453.39180376043964,61502,4965,56537,3077,0,58425,0.050030893304282786,0.0,1188,1889,0,0,3777,54648,0.38609034774130646,0.0,0.06464698331193838,1188.0,1889.0,0.23927492447129908,0.03341174805879336,0.050030893304282786,0.06464698331193838,0.0,3106.5,505.1055250235765,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.05,0.03,0.08,0.21782097369218856,0.2762157442718041,476.12139403555483,453.39180376043964,61502,4965,56537,3077,1884,56541,0.050030893304282786,0.030633150141458815,1188,1889,443,1441,3334,53207,0.38609034774130646,0.2351380042462845,0.05896606002723687,1409.5,1961.05,0.28388721047331317,0.03468613474361922,0.05480390881597347,0.06116310534142878,471.0,3634.925,591.0254951058503,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.05,0.05,0.1,0.19159978464952473,0.2762157442718041,487.75228358037833,453.39180376043964,61502,4965,56537,3077,3108,55317,0.050030893304282786,0.05053494195310722,1188,1889,713,2395,3064,52253,0.38609034774130646,0.2294079794079794,0.05538984399009346,1544.5,2008.75,0.3110775427995972,0.03552983002281691,0.057774543917270986,0.05902629478634138,777.0,3932.375,639.3897759422458,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.05,0.07,0.12000000000000001,0.1706412777881954,0.2762157442718041,497.95507381024896,453.39180376043964,61502,4965,56537,3077,4266,54159,0.050030893304282786,0.06936359793177457,1188,1889,937,3329,2840,51319,0.38609034774130646,0.21964369432723863,0.052438191251684856,1656.5,2055.45,0.3336354481369587,0.036355837769955955,0.060354947806575396,0.057250339807631244,1066.5,4132.825000000001,671.9822119605867,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.05,0.1,0.15000000000000002,0.14573348292807567,0.2762157442718041,511.4712880523599,453.39180376043964,61502,4965,56537,3077,6173,52252,0.050030893304282786,0.10037071965139345,1188,1889,1250,4923,2527,49725,0.38609034774130646,0.20249473513688643,0.04836178519482508,1813.0,2135.15,0.36515609264853977,0.03776553407503051,0.06419547331794088,0.054766101659576204,1543.25,4319.025,702.2576501577183,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.07,0.0,0.07,0.23432114709867607,0.23432114709867607,469.3162078296537,469.3162078296537,61502,4965,56537,4289,0,57213,0.06973756950993464,0.0,1488,2801,0,0,3477,53736,0.34693401725343903,0.0,0.06077290126369881,1488.0,2801.0,0.29969788519637464,0.04954277729628385,0.06973756950993464,0.06077290126369881,0.0,3238.5,526.5682416831974,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.07,0.03,0.1,0.19159978464952473,0.23432114709867607,487.75228358037833,469.3162078296537,61502,4965,56537,4289,1896,55317,0.06973756950993464,0.03082826574745537,1488,2801,413,1483,3064,52253,0.34693401725343903,0.2178270042194093,0.05538984399009346,1694.5,2875.15,0.34128902316213494,0.050854307798432884,0.07430083574517901,0.05744537156818575,474.0,3685.7749999999996,599.2935189099541,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.07,0.05,0.12000000000000001,0.1706412777881954,0.23432114709867607,497.95507381024896,469.3162078296537,61502,4965,56537,4289,3054,54159,0.06973756950993464,0.04965692172612273,1488,2801,637,2417,2840,51319,0.34693401725343903,0.2085789129011133,0.052438191251684856,1806.5,2921.85,0.36384692849949646,0.051680315545571925,0.07688123963448344,0.05563320307924539,763.5,3886.2250000000004,631.8859549282952,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.07,0.07,0.14,0.15311868176477064,0.23432114709867607,507.2790697689951,469.3162078296537,61502,4965,56537,4289,4307,52906,0.06973756950993464,0.07003024291892947,1488,2801,833,3474,2644,50262,0.34693401725343903,0.1934060831205015,0.049975428117793826,1904.5,2974.7,0.3835850956696878,0.05261510161487167,0.07933400539819843,0.05405066510310334,1076.75,3983.7000000000007,647.7350330070568,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.07,0.1,0.17,0.13268463410307968,0.23432114709867607,519.3313634654797,469.3162078296537,61502,4965,56537,4289,6214,50999,0.06973756950993464,0.10103736463854834,1488,2801,1152,5062,2325,48674,0.34693401725343903,0.18538783392339878,0.04558912919861174,2064.0,3054.1,0.41570996978851965,0.054019491660328635,0.08321843192091315,0.05145085742561263,1553.5,4185.35,680.5225846313942,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.1,0.0,0.1,0.19159978464952473,0.19159978464952473,487.75228358037833,487.75228358037833,61502,4965,56537,6185,0,55317,0.10056583525739,0.0,1901,4284,0,0,3064,52253,0.30735650767987066,0.0,0.05538984399009346,1901.0,4284.0,0.38288016112789525,0.07577338733926456,0.10056583525739,0.05538984399009346,0.0,3079.0,500.6341257194888,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.1,0.03,0.13,0.16174800345772372,0.19159978464952473,502.5854007483094,487.75228358037833,61502,4965,56537,6185,1777,53540,0.10056583525739,0.028893369321322884,1901,4284,313,1464,2751,50789,0.30735650767987066,0.17613956105796286,0.051382144191258874,2057.5,4357.2,0.41440080563947634,0.07706811468595787,0.10430067314884069,0.052779860330784044,444.25,3307.4500000000007,537.7792592110827,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.1,0.05,0.15000000000000002,0.14573348292807567,0.19159978464952473,511.4712880523599,487.75228358037833,61502,4965,56537,6185,3065,52252,0.10056583525739,0.04983577769828623,1901,4284,537,2528,2527,49725,0.30735650767987066,0.17520391517128875,0.04836178519482508,2169.5,4410.4,0.43695871097683786,0.07800909139147814,0.1069867646580599,0.05089936473659966,766.25,3465.6500000000005,563.5019999349615,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.1,0.07,0.17,0.13268463410307968,0.19159978464952473,519.3313634654797,487.75228358037833,61502,4965,56537,6185,4318,50999,0.10056583525739,0.07020909889109297,1901,4284,739,3579,2325,48674,0.30735650767987066,0.1711440481704493,0.04558912919861174,2270.5,4462.95,0.45730110775427996,0.0789385712011603,0.10948343143312413,0.04919794298004968,1079.5,3578.5750000000007,581.8631914409289,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
expensive_manual_conservative_reject,final_holdout,0.1,0.1,0.2,0.11686200308818163,0.19159978464952473,529.7952434587617,487.75228358037833,61502,4965,56537,6185,6146,49171,0.10056583525739,0.0999317095379012,1901,4284,984,5162,2080,47091,0.30735650767987066,0.16010413276928084,0.04230135649061439,2393.0,4542.1,0.4819738167170191,0.0803385393636026,0.11276218659555787,0.04713480150054337,1536.5,3615.3499999999995,587.8426717830314,5.0,1.5,0.25,0.5,0.05,0.1,0.1,0.2
