cost_scenario,split,decline_pct_target_from_validation,manual_review_pct_target_from_validation,total_intervention_pct_target,pd_manual_cutoff_from_validation,pd_decline_cutoff_from_validation,score_manual_cutoff_from_validation,score_decline_cutoff_from_validation,rows,bad_count,good_count,direct_decline_rows,manual_review_rows,auto_approve_rows,actual_direct_decline_pct,actual_manual_review_pct,bad_direct_decline,good_direct_decline,bad_manual_review,good_manual_review,bad_auto_approve,good_auto_approve,direct_decline_bad_rate,manual_review_bad_rate,auto_approve_bad_rate,expected_bad_saved,expected_good_lost,expected_bad_saved_capture,expected_good_lost_capture,expected_final_reject_pct,expected_final_approve_bad_rate,manual_review_cost_total,incremental_value_vs_approve_all_units,incremental_value_per_10000_applications,bad_loss_cost,false_decline_good_cost,manual_review_cost,manual_bad_catch_rate,manual_good_false_decline_rate,max_direct_decline_pct,max_manual_review_pct,max_total_intervention_pct
balanced_base,development,0.05,0.05,0.1,0.19159978464952473,0.2762157442718041,487.75228358037833,453.39180376043964,184507,14895,169612,10410,8683,165414,0.0564206236077764,0.047060545128369116,6782,3628,2559,6124,5554,159860,0.6514889529298751,0.29471380859150065,0.033576359921167497,8317.4,3995.44,0.5584021483719369,0.023556352144895407,0.06673372825963243,0.038198740305710716,868.3000000000001,36723.259999999995,1990.3450817584153,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.05,0.07,0.12000000000000001,0.1706412777881954,0.2762157442718041,497.95507381024896,453.39180376043964,184507,14895,169612,10410,12170,161927,0.0564206236077764,0.0659595570899749,6782,3628,3285,8885,4828,157099,0.6514889529298751,0.26992604765817585,0.02981590469779592,8753.0,4161.1,0.5876468613628735,0.024533051906704715,0.0699924664104885,0.03579402178062146,1217.0,38386.9,2080.511850498897,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.05,0.1,0.15000000000000002,0.14573348292807567,0.2762157442718041,511.4712880523599,453.39180376043964,184507,14895,169612,10410,17400,156697,0.0564206236077764,0.09430536510809888,6782,3628,4130,13270,3983,152714,0.6514889529298751,0.23735632183908045,0.025418482804393194,9260.0,4424.2,0.6216851292379993,0.026084239322689433,0.07416629179380728,0.03298739980845648,1740.0,40135.8,2175.2995821296754,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.07,0.0,0.07,0.23432114709867607,0.23432114709867607,469.3162078296537,469.3162078296537,184507,14895,169612,13931,0,170576,0.07550391042074285,0.0,8035,5896,0,0,6860,163716,0.5767712296317565,0.0,0.0402166776099803,8035.0,5896.0,0.5394427660288688,0.03476169138976016,0.07550391042074285,0.0402166776099803,0.0,34279.0,1857.8698911152421,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.07,0.03,0.1,0.19159978464952473,0.23432114709867607,487.75228358037833,469.3162078296537,184507,14895,169612,13931,5162,165414,0.07550391042074285,0.027977258315402667,8035,5896,1306,3856,5554,159860,0.5767712296317565,0.25300271212708253,0.033576359921167497,8818.6,6127.36,0.5920510238335012,0.036125745819871234,0.0810048399247725,0.035836062340735816,516.2,37449.44,2029.7029380999095,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.07,0.05,0.12000000000000001,0.1706412777881954,0.23432114709867607,497.95507381024896,469.3162078296537,184507,14895,169612,13931,8649,161927,0.07550391042074285,0.04687627027700846,8035,5896,2032,6617,4828,157099,0.5767712296317565,0.23494045554399354,0.02981590469779592,9254.2,6293.02,0.6212957368244377,0.03710244558168054,0.08426357807562858,0.033385460137317885,864.9000000000001,39113.079999999994,2119.8697068403903,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.07,0.07,0.14,0.15311868176477064,0.23432114709867607,507.2790697689951,469.3162078296537,184507,14895,169612,13931,12191,158385,0.07550391042074285,0.06607337390993295,8035,5896,2633,9558,4227,154158,0.5767712296317565,0.21597900090230499,0.02668813334596079,9614.8,6469.48,0.6455052030882846,0.03814282008348466,0.08717436194832716,0.03135087712631645,1219.1000000000001,40385.420000000006,2188.828608128689,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.07,0.1,0.17,0.13268463410307968,0.23432114709867607,519.3313634654797,469.3162078296537,184507,14895,169612,13931,17378,153198,0.07550391042074285,0.0941861284395714,8035,5896,3340,14038,3520,149678,0.5767712296317565,0.1921970307285073,0.02297680126372407,10039.0,6738.28,0.6739845585767036,0.03972761361224442,0.09093031700694282,0.028951339094824696,1737.8000000000002,41718.92,2261.1022888020507,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.1,0.0,0.1,0.19159978464952473,0.19159978464952473,487.75228358037833,487.75228358037833,184507,14895,169612,19093,0,165414,0.10348116873614552,0.0,9341,9752,0,0,5554,159860,0.48923689310218405,0.0,0.033576359921167497,9341.0,9752.0,0.6271231957032561,0.057495931891611445,0.10348116873614552,0.033576359921167497,0.0,36953.0,2002.7966418618264,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.1,0.03,0.13,0.16174800345772372,0.19159978464952473,502.5854007483094,487.75228358037833,184507,14895,169612,19093,5191,160223,0.10348116873614552,0.028134433923916166,9341,9752,1010,4181,4544,155679,0.48923689310218405,0.19456752070891928,0.02836047259132584,9947.0,10002.86,0.6678079892581403,0.05897495460226871,0.10812522018134814,0.03006858286428653,519.1,39213.04,2125.287387470394,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.1,0.05,0.15000000000000002,0.14573348292807567,0.19159978464952473,511.4712880523599,487.75228358037833,184507,14895,169612,19093,8717,156697,0.10348116873614552,0.04724481997972976,9341,9752,1571,7146,3983,152714,0.48923689310218405,0.1802225536308363,0.025418482804393194,10283.6,10180.76,0.6904061765693186,0.06002381906940547,0.11091373227032035,0.028110983827131775,871.7,40365.54,2187.7511422330863,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.1,0.07,0.17,0.13268463410307968,0.19159978464952473,519.3313634654797,487.75228358037833,184507,14895,169612,19093,12216,153198,0.10348116873614552,0.06620887012416873,9341,9752,2034,10182,3520,149678,0.48923689310218405,0.16650294695481335,0.02297680126372407,10561.4,10362.92,0.7090567304464586,0.06109779968398463,0.11340664581831583,0.02649180218834904,1221.6000000000001,41222.48,2234.195992563968,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.1,0.1,0.2,0.11686200308818163,0.19159978464952473,529.7952434587617,487.75228358037833,184507,14895,169612,19093,17348,148066,0.10348116873614552,0.09402353298248847,9341,9752,2587,14761,2967,145099,0.48923689310218405,0.1491238183075859,0.02003836127132495,10893.2,10637.66,0.7313326619671031,0.06271761431974153,0.1166940007696185,0.024554514544276238,1734.8000000000002,42093.53999999999,2281.4061255128527,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.12,0.0,0.12,0.1706412777881954,0.1706412777881954,497.95507381024896,497.95507381024896,184507,14895,169612,22580,0,161927,0.1223801806977513,0.0,10067,12513,0,0,4828,157099,0.445837023914969,0.0,0.02981590469779592,10067.0,12513.0,0.6758643840214837,0.07377426125509988,0.1223801806977513,0.02981590469779592,0.0,37822.0,2049.8951259301816,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
balanced_base,development,0.12,0.03,0.15,0.14573348292807567,0.1706412777881954,511.4712880523599,497.95507381024896,184507,14895,169612,22580,5230,156697,0.1223801806977513,0.028345808018123975,10067,12513,845,4385,3983,152714,0.445837023914969,0.1615678776290631,0.025418482804393194,10574.0,12776.1,0.7099026518966096,0.0753254486710846,0.1265540060810701,0.026812379736765847,523.0,39570.9,2144.6828575609597,5.0,1.0,0.1,0.6,0.06,0.15,0.1,0.25
