split,rows,bad_count,bad_rate,auc,ks,logloss,brier,avg_pred,top_1pct_bad_rate,top_1pct_bad_capture,top_1pct_lift,top_5pct_bad_rate,top_5pct_bad_capture,top_5pct_lift,top_10pct_bad_rate,top_10pct_bad_capture,top_10pct_lift,top_20pct_bad_rate,top_20pct_bad_capture,top_20pct_lift,score_psi_vs_development
development,184507,14895,0.0807286444416743,0.7842575765423883,0.42833545760587777,0.23853768844564294,0.06634551111529392,0.08072864444167428,0.5032502708559047,0.06236992279288352,6.233850132582102,0.3600693691740733,0.22302786169855657,4.460242974031604,0.29835781258468375,0.36958710976837866,3.695811005475814,0.224378082488754,0.5558912386706949,2.779411001393255,0.0
validation,61502,4965,0.08072908198107379,0.7772182413994019,0.41765077832889375,0.2404353868904118,0.06666951474710422,0.08091149742465555,0.48214285714285715,0.05981873111782477,5.972356495468278,0.3543563068920676,0.21953675730110775,4.389450470589313,0.3014144041619249,0.37341389728096674,3.73365331012421,0.2250223559060239,0.5575025176233636,2.787376622947086,0.00022159419792124987
final_holdout,61502,4965,0.08072908198107379,0.7856783002000258,0.4345099140220289,0.23823369147545229,0.06634455213627743,0.08057791337712149,0.4935064935064935,0.06122860020140987,6.113119106472581,0.3559817945383615,0.22054380664652568,4.409585564491099,0.292635343846529,0.36253776435045315,3.6249061263341846,0.22746118201772214,0.5635448136958711,2.8175866296986802,7.581005262225498e-05
