candidate_feature,importance_gain,importance_split,original_feature,encoding,feature_group,auc_power,ks,iv,development_missing_rate,psi_development_validation,importance_gain_pct
installment_recent_12m_late_ratio,1200.2919569015503,89,installment_recent_12m_late_ratio,numeric_original,internal_repayment_history,0.5747510925225229,0.141454632186787,0.0549066525857668,0.2931433495748128,0.0002393308912801,0.0020918807199514643
installment_recent_24m_late_days_max,1183.849648475647,52,installment_recent_24m_late_days_max,numeric_original,internal_repayment_history,0.5814191594476397,0.1401913911615687,0.080681099640253,0.1806327131219953,0.0001019104536978,0.002063224901848316
credit_card_drawings_mean,1173.4655289649963,74,credit_card_drawings_mean,numeric_original,internal_credit_card_history,0.6068777266138399,0.1886023867532188,0.0444044304279235,0.7177397063526045,0.0002788656445474,0.0020451273554362944
AMT_INCOME_TOTAL,1167.8040549755096,114,AMT_INCOME_TOTAL,numeric_original,current_application,0.5178974551454787,0.0356695296431434,0.0103122842625806,0.0,9.0126905052515e-05,0.002035260482450087
installment_recent_12m_late_days_max,1164.6298460960388,61,installment_recent_12m_late_days_max,numeric_original,internal_repayment_history,0.578337025200752,0.1420628145054602,0.0658973951528898,0.2932409068490626,0.0001809125673071,0.0020297284397517382
installment_recent_6m_late_days_max,1152.6694521903992,54,installment_recent_6m_late_days_max,numeric_original,internal_repayment_history,0.5674144697019843,0.1262515939074906,0.0487900624729357,0.4081850553095547,0.0002449486564706,0.0020088837466998755
REGION_RATING_CLIENT_W_CITY,1141.6937255859375,77,REGION_RATING_CLIENT_W_CITY,numeric_original,current_application,0.5470882733545275,0.0630970349981174,0.0263587711962614,0.0,0.0001095644926672,0.001989755141580667
FLAG_DOCUMENT_3,1128.4563083648682,39,FLAG_DOCUMENT_3,numeric_original,current_application,0.5370074983531514,0.0741601092165911,0.0,0.0,0.0,0.001966684839636638
installment_payment_ratio_min,1121.8560094833374,106,installment_payment_ratio_min,numeric_original,internal_repayment_history,0.5397271479906272,0.0827346479253965,0.0309141701823303,0.0512934468610947,4.1370217005556576e-05,0.001955181773322811
bureau_recent_24m_active_loan_count,1113.2683715820312,50,bureau_recent_24m_active_loan_count,numeric_original,external_credit_history,0.5538546589167669,0.0912503617739017,0.05982867726706,0.0,4.5837026742495915e-05,0.0019402151528665349
previous_revolving_credit_mean,1110.6358275413513,105,previous_revolving_credit_mean,numeric_original,internal_previous_application,0.5276472527923294,0.0482936282724285,0.0204899935238786,0.6622783959416174,0.0003865327426119,0.0019356271290182894
previous_recent_24m_credit_sum,1098.359519481659,99,previous_recent_24m_credit_sum,numeric_original,internal_previous_application,0.5232659132602209,0.0382228144393407,0.0073651205980007,0.0,0.0002535577425458,0.0019142318576473578
NONLIVINGAREA_AVG,1085.678141117096,104,NONLIVINGAREA_AVG,numeric_original,current_application,0.5154124227249814,0.0269379119599402,0.0222543418535068,0.5522554699821687,9.8657269110177e-05,0.0018921306257339834
credit_card_recent_24m_utilization_max,1081.3081994056702,53,credit_card_recent_24m_utilization_max,numeric_original,internal_credit_card_history,0.6380653856748078,0.2387633144269076,0.072899115914931,0.7433647503888742,0.0001095875101973,0.001884514648003831
bureau_sum_debt,1071.7236700057983,102,bureau_sum_debt,numeric_original,external_credit_history,0.5513478806207726,0.0867392224051053,0.0460827315094835,0.1429430861701724,9.360716311389072e-05,0.001867810635162525
bureau_annuity_mean,1071.665202140808,103,bureau_annuity_mean,numeric_original,external_credit_history,0.525128925722714,0.0658547394637355,0.0067264395188932,0.7407903223183945,0.0002884518151339,0.0018677087367878784
previous_cash_refusal_rate,1044.7295928001404,66,previous_cash_refusal_rate,numeric_original,internal_previous_application,0.5830764336058222,0.147943519948825,0.0564932228887329,0.5140888963562358,0.0002851193131879,0.0018207650898393977
previous_recent_6m_credit_to_application_mean,1043.9094290733337,81,previous_recent_6m_credit_to_application_mean,numeric_original,internal_previous_application,0.556122639008884,0.0975979011214721,0.0184130386108326,0.7992488089882769,0.0001826962891116,0.0018193357003667403
pos_recent_12m_active_month_count,1033.4529776573181,64,pos_recent_12m_active_month_count,numeric_original,internal_pos_cash_history,0.5122809518843621,0.0319341887248109,0.0052860284895645,0.0,0.0003151055530701,0.0018011120931930847
installment_recent_6m_late_ratio,1012.8149194717407,64,installment_recent_6m_late_ratio,numeric_original,internal_repayment_history,0.5639845182939879,0.1261906437907346,0.0465142121272831,0.40803871939818,0.0003115129325448,0.001765143880819912
YEARS_BUILD_MEDI,989.3765802383423,88,YEARS_BUILD_MEDI,numeric_original,current_application,0.529200599201706,0.0463163676059712,0.0194677717191952,0.6647823659806945,9.286532311971752e-05,0.0017242953108798156
installment_shortfall_amount_max,966.9062027931213,82,installment_shortfall_amount_max,numeric_original,internal_repayment_history,0.5400547447525615,0.0825773218388326,0.0285566111307952,0.0512771873153864,0.0001305989907369,0.001685133714338729
credit_card_recent_12m_balance_max,958.4668383598328,63,credit_card_recent_12m_balance_max,numeric_original,internal_credit_card_history,0.6012625426638383,0.1952850429404911,0.0462692244339326,0.7177397063526045,0.0001762405007091,0.0016704255063522211
installment_shortfall_ratio,946.4973330497742,68,installment_shortfall_ratio,numeric_original,internal_repayment_history,0.5531477018834936,0.0930320178804485,0.0474446252011094,0.0512446682239698,8.161406445847078e-05,0.0016495649338544235
bureau_recent_6m_credit_sum,939.8246068954468,73,bureau_recent_6m_credit_sum,numeric_original,external_credit_history,0.5388562569007588,0.0782331388939376,0.0185507051103766,0.0,3.3203257235171315e-05,0.0016379356405716574
installment_recent_24m_record_count,929.0735788345337,89,installment_recent_24m_record_count,numeric_original,internal_repayment_history,0.5137422845152173,0.0207981608431706,0.0033000238509186,0.0,0.0003886329795779,0.001619198642301389
installment_recent_24m_payment_ratio_mean,913.7133545875549,70,installment_recent_24m_payment_ratio_mean,numeric_original,internal_repayment_history,0.5690329103610403,0.1200050203275063,0.0591761009583304,0.1806381329705648,0.0001629857530612,0.001592428691231042
previous_refused_cnt_payment_mean,908.9853792190552,84,previous_refused_cnt_payment_mean,numeric_original,internal_previous_application,0.5270404671392657,0.0619847008190404,0.0436616827897005,0.7026616876324475,0.0001701576851622,0.0015841887288944607
installment_recent_24m_payment_ratio_min,907.4070467948914,66,installment_recent_24m_payment_ratio_min,numeric_original,internal_repayment_history,0.56389658151407,0.1235704499208379,0.0481966574547642,0.1806381329705648,0.0001801123235589,0.001581437995500974
bureau_limit_to_credit_mean,873.7240586280823,79,bureau_limit_to_credit_mean,numeric_original,external_credit_history,0.5265767845944445,0.0647042884856257,0.0429979750106901,0.2178995918854027,8.152562291811703e-05,0.001522734949853322
installment_recent_6m_late_days_mean,860.5467467308044,57,installment_recent_6m_late_days_mean,numeric_original,internal_repayment_history,0.5664382231407866,0.1262665031500831,0.0499648492563664,0.4081850553095547,0.0002237085382417,0.0014997694000633691
credit_card_utilization_max,858.1803436279297,69,credit_card_utilization_max,numeric_original,internal_credit_card_history,0.6071177681221248,0.1782940565138157,0.0424448421694499,0.7205851268515557,0.0002176106437372,0.001495645209279557
catfreq__OCCUPATION_TYPE,855.6996207237244,79,OCCUPATION_TYPE,category_frequency_train,current_application,0.5198158667717945,0.0669894660828758,0.0531892975608587,0.0,0.0001220340412094,0.0014913217808128322
installment_payment_ratio_mean,853.4744114875793,78,installment_payment_ratio_mean,numeric_original,internal_repayment_history,0.5553398899610125,0.0903170877058039,0.0491230441622241,0.0512934468610947,0.000173341167687,0.0014874436640994904
installment_recent_12m_total_payment_ratio,851.4264688491821,73,installment_recent_12m_total_payment_ratio,numeric_original,internal_repayment_history,0.5666620890443281,0.1168819334558868,0.0343062173806194,0.2931433495748128,0.0001553346195452,0.001483874489369795
bureau_balance_months_min,813.0947046279907,76,bureau_balance_months_min,numeric_original,external_credit_monthly_status,0.5754576788194894,0.1176355750011724,0.0232028281200315,0.7008785574531048,0.0002200533897432,0.0014170695107352405
bureau_recent_12m_debt_sum,812.9365618228912,70,bureau_recent_12m_debt_sum,numeric_original,external_credit_history,0.5494791138611747,0.0906483384936606,0.0375534442717927,0.0,5.1794823855736215e-05,0.0014167938978869794
application_missing_field_count,807.6552302837372,72,application_missing_field_count,numeric_original,current_application,0.5429579268718098,0.0797626555000395,0.0415109323258813,0.0,0.0001194214259068,0.0014075895409312374
credit_card_utilization_mean,806.849009513855,61,credit_card_utilization_mean,numeric_original,internal_credit_card_history,0.6281175591976912,0.1993854894432286,0.0621345639848212,0.7205851268515557,0.00011931151332,0.0014061844513821125
LIVINGAPARTMENTS_AVG,803.5932898521423,79,LIVINGAPARTMENTS_AVG,numeric_original,current_application,0.5377274986187406,0.0578588898657669,0.0170853064447963,0.6829767976282742,0.0001761583734379,0.0014005103508845265
bureau_balance_month_count,778.065908908844,66,bureau_balance_month_count,numeric_original,external_credit_monthly_status,0.503234067894564,0.0259565146008617,0.0043166601762111,0.0,1.4887136529665572e-05,0.0013560209783455399
pos_recent_24m_active_month_count,762.915693283081,64,pos_recent_24m_active_month_count,numeric_original,internal_pos_cash_history,0.5059722519189721,0.0232181342473907,0.0045068150069824,0.0,0.0001853776284781,0.0013296170323818827
credit_card_balance_max,754.1129803657532,63,credit_card_balance_max,numeric_original,internal_credit_card_history,0.5834008660407461,0.1303753848955312,0.0225405958445976,0.7177397063526045,0.0002434298469285,0.0013142755770558297
installment_recent_12m_payment_ratio_min,749.3195595741272,66,installment_recent_12m_payment_ratio_min,numeric_original,internal_repayment_history,0.5609973296877069,0.1202956088664452,0.0509289636926097,0.2932409068490626,0.000157647818648,0.00130592155578712
bureau_sum_overdue_amount,746.5525393486023,36,bureau_sum_overdue_amount,numeric_original,external_credit_history,0.5086813292102071,0.0180676601082795,0.0108715054966376,0.1429430861701724,3.4987664289120174e-05,0.0013010991655109797
bureau_sum_credit_limit,744.1631999015808,75,bureau_sum_credit_limit,numeric_original,external_credit_history,0.523333632221468,0.0578797880356553,0.0478446248170011,0.1429430861701724,6.83706612544722e-05,0.0012969350010392405
FLAG_WORK_PHONE,732.9610846042633,55,FLAG_WORK_PHONE,numeric_original,current_application,0.5219934501774668,0.0443863472706305,0.0,0.0,0.0,0.0012774118434621263
credit_card_recent_12m_utilization_mean,730.12415599823,42,credit_card_recent_12m_utilization_mean,numeric_original,internal_credit_card_history,0.6383638410574236,0.2425286599856236,0.0672704053484884,0.7676619315256332,9.774756589807409e-05,0.0012724676161674942
DEF_60_CNT_SOCIAL_CIRCLE,728.6248877048492,48,DEF_60_CNT_SOCIAL_CIRCLE,numeric_original,current_application,0.5158403853837968,0.0337541317210143,0.0028625980193571,0.0033006877787834,2.93453371602366e-06,0.0012698546765248311
ENTRANCES_AVG,721.446209192276,66,ENTRANCES_AVG,numeric_original,current_application,0.52906329862462,0.0491142651087816,0.0282858548542582,0.5044144666598015,0.0001026513139026,0.001257343604457043
previous_insured_on_approval_rate,712.3599691390991,69,previous_insured_on_approval_rate,numeric_original,internal_previous_application,0.5054574181733382,0.0210092836440048,0.0061439677963384,0.0571848222560661,0.0005718254289992,0.0012415080152282712
credit_card_months_min,711.8890895843506,59,credit_card_months_min,numeric_original,internal_credit_card_history,0.5604721722854216,0.1012332389635126,0.0158118947208048,0.7177397063526045,0.0003315061673928,0.0012406873616728309
bureau_active_loan_count,703.5623207092285,50,bureau_active_loan_count,numeric_original,external_credit_history,0.5304967191790703,0.0597152957843393,0.0274372696086099,0.0,7.194956100454478e-05,0.0012261753863411586
installment_late_days_max,701.6622395515442,69,installment_late_days_max,numeric_original,internal_repayment_history,0.5489284913281623,0.0875176464333708,0.033777813425703,0.0512771873153864,0.0002522638701846,0.0012228639060656737
pos_def_dpd_month_ratio,691.6881814002991,46,pos_def_dpd_month_ratio,numeric_original,internal_pos_cash_history,0.5262082304177889,0.0514245910960214,0.0236009583890367,0.0584205477298964,3.090119193450779e-05,0.0012054810186554101
previous_recent_6m_days_decision_max,680.7244682312012,71,previous_recent_6m_days_decision_max,numeric_original,internal_previous_application,0.5077307044546715,0.0243426337091972,0.0065347059517709,0.7068295511823399,0.0003467744837419,0.0011863733506704325
previous_recent_12m_credit_sum,678.3219981193542,63,previous_recent_12m_credit_sum,numeric_original,internal_previous_application,0.5228513313924781,0.0443156846409644,0.0057389640677805,0.0,0.0001630761025193,0.0011821863019458826
pos_months_max,662.4335179328918,53,pos_months_max,numeric_original,internal_pos_cash_history,0.5124892299669819,0.0366105280728025,0.0092788582410299,0.0584205477298964,0.0002492824915574,0.0011544957011880557
previous_recent_12m_refusal_rate,649.3361077308655,50,previous_recent_12m_refusal_rate,numeric_original,internal_previous_application,0.5636081228438232,0.1177141700370638,0.0442834522231262,0.4503297977854498,3.2063780855122866e-05,0.001131669404864584
credit_card_recent_12m_drawings_sum,640.6888604164124,48,credit_card_recent_12m_drawings_sum,numeric_original,internal_credit_card_history,0.5312024228083009,0.0628029684985981,0.0315325841813376,0.0,1.2337159282833295e-05,0.0011165988965322182
FLOORSMAX_AVG,634.0720648765564,40,FLOORSMAX_AVG,numeric_original,current_application,0.5505703617439317,0.0788610506507001,0.0388721003717427,0.4984146942934414,0.0001186409264603,0.001105067079678745
REG_CITY_NOT_LIVE_CITY,632.98970079422,38,REG_CITY_NOT_LIVE_CITY,numeric_original,current_application,0.5223447784627208,0.0467045082227322,0.0,0.0,0.0,0.0011031807248275034
bureau_recent_24m_debt_sum,617.1727395057678,54,bureau_recent_24m_debt_sum,numeric_original,external_credit_history,0.543130732071414,0.0740032379412374,0.0258517027347303,0.0,0.0001305943499436,0.0010756147679140341
credit_card_recent_24m_credit_limit_mean,613.5786800384521,55,credit_card_recent_24m_credit_limit_mean,numeric_original,internal_credit_card_history,0.5095019727337617,0.0304624508666618,0.0042910236119474,0.7177397063526045,0.0002207832117323,0.0010693510054495712
installment_recent_12m_payment_ratio_mean,612.903263092041,49,installment_recent_12m_payment_ratio_mean,numeric_original,internal_repayment_history,0.5662427288196972,0.1157204027199849,0.0399875012563595,0.2932409068490626,0.0001809451357617,0.0010681738821005377
previous_cash_credit_sum,607.7803087234497,60,previous_cash_credit_sum,numeric_original,internal_previous_application,0.512760150554942,0.026933646326192,0.0028103504698816,0.0,0.000160111989036,0.0010592455464475095
installment_recent_24m_shortfall_ratio,598.5832300186157,48,installment_recent_24m_shortfall_ratio,numeric_original,internal_repayment_history,0.5668705617987221,0.1238613289345685,0.0547605679543156,0.1805622550905927,0.0001883512492342,0.0010432167865179814
previous_refused_credit_sum,586.2723779678345,54,previous_refused_credit_sum,numeric_original,internal_previous_application,0.548950779884349,0.0916039785197955,0.0402767667567395,0.0,4.214253760894328e-05,0.0010217613115369752
bureau_balance_bad_month_ratio,585.6089508533478,45,bureau_balance_bad_month_ratio,numeric_original,external_credit_monthly_status,0.5492068020163579,0.0926151449679902,0.0145946764254693,0.7008785574531048,2.1928198701633737e-05,0.0010206050841858644
bureau_balance_closed_month_count,582.4532194137573,53,bureau_balance_closed_month_count,numeric_original,external_credit_monthly_status,0.5098025098248249,0.0281878498165316,0.006636413880574,0.0,1.1209645984119372e-05,0.0010151052441528903
installment_recent_24m_shortfall_amount_sum,540.0119316577911,50,installment_recent_24m_shortfall_amount_sum,numeric_original,internal_repayment_history,0.5530925817324815,0.1063271418350895,0.048658431875053,0.0,0.0001771181853886,0.0009411381471677526
pos_instalment_future_max,523.7358951568604,43,pos_instalment_future_max,numeric_original,internal_pos_cash_history,0.5079310595074226,0.0312005704694204,0.011658351729147,0.0585126851555767,8.155130704159262e-05,0.0009127721094235573
installment_recent_12m_shortfall_amount_sum,518.5250000953674,44,installment_recent_12m_shortfall_amount_sum,numeric_original,internal_repayment_history,0.5429053211722995,0.0869319164138198,0.0267436834156649,0.0,9.889712122292671e-05,0.0009036905098592594
pos_dpd_month_ratio,518.0665197372437,49,pos_dpd_month_ratio,numeric_original,internal_pos_cash_history,0.5268237744337476,0.0519729390543131,0.0190147943210455,0.0584205477298964,6.573169216360956e-06,0.0009028914657465992
previous_recent_6m_credit_mean,517.3493318557739,56,previous_recent_6m_credit_mean,numeric_original,internal_previous_application,0.5041283057477137,0.0201914098383355,0.004806098041396,0.7068295511823399,0.0001394763300888,0.0009016415435979062
installment_shortfall_amount_sum,510.23239850997925,45,installment_shortfall_amount_sum,numeric_original,internal_repayment_history,0.5431295299517283,0.0851981756248491,0.0296548598853709,0.0,0.0001131153535416,0.0008892380816188065
installment_recent_12m_record_count,506.32524061203003,46,installment_recent_12m_record_count,numeric_original,internal_repayment_history,0.5132449252084039,0.0388426015415298,0.0138885667561622,0.0,0.000284109482766,0.0008824286481059595
AMT_REQ_CREDIT_BUREAU_YEAR,504.3676199913025,50,AMT_REQ_CREDIT_BUREAU_YEAR,numeric_original,current_application,0.5174326670186515,0.0288944806580108,0.0154115562637647,0.1346669774046513,7.909394093217207e-05,0.0008790168874839435
installment_late_count,485.7519087791443,43,installment_late_count,numeric_original,internal_repayment_history,0.549344801230559,0.0904443027233604,0.0273449107351312,0.0,0.0002540217869441,0.0008465732414618348
bureau_recent_24m_loan_count,468.1594409942627,34,bureau_recent_24m_loan_count,numeric_original,external_credit_history,0.5390730259565941,0.07480543492995,0.0373694245702099,0.0,7.328048263926088e-05,0.0008159129142273171
installment_recent_6m_total_payment_ratio,465.94174909591675,41,installment_recent_6m_total_payment_ratio,numeric_original,internal_repayment_history,0.5530906240491166,0.0921470550910761,0.0280845082682554,0.40803871939818,0.0001257137467727,0.0008120478988048044
credit_card_recent_6m_credit_limit_mean,455.03209114074707,41,credit_card_recent_6m_credit_limit_mean,numeric_original,internal_credit_card_history,0.5202525071059868,0.0599301358692948,0.0075431685364619,0.7177397063526045,0.0001161501093493,0.0007930344387824639
bureau_annuity_sum,451.8124613761902,41,bureau_annuity_sum,numeric_original,external_credit_history,0.5099898243754992,0.0237245306284697,0.0007536171490741,0.0,2.24508766955665e-05,0.000787423236115369
installment_recent_6m_payment_ratio_min,449.0945086479187,29,installment_recent_6m_payment_ratio_min,numeric_original,internal_repayment_history,0.5469259715535914,0.0924408174264898,0.0270224198498149,0.4081850553095547,0.0001235295057961,0.000782686361159806
credit_card_drawing_count_sum,443.0839786529541,44,credit_card_drawing_count_sum,numeric_original,internal_credit_card_history,0.5267252519319473,0.0530101991285728,0.0196652665304453,0.0,1.4339567302085583e-05,0.0007722111499073594
pos_recent_6m_active_month_ratio,440.4357876777649,37,pos_recent_6m_active_month_ratio,numeric_original,internal_pos_cash_history,0.5126904696672008,0.0269551722178599,0.0041388709460645,0.4611749147728812,0.000338606514573,0.0007675958564265566
catoh__OCCUPATION_TYPE__04_Core_staff,439.6332402229309,23,OCCUPATION_TYPE,category_one_hot_train_top_level,current_application,0.5104942006651011,0.0215058875325637,0.0,0.0,0.0,0.0007661971687673081
bureau_request_total_count,436.1968197822571,42,bureau_request_total_count,numeric_original,current_application,0.5077378981597926,0.0261071405537257,0.0012784752447319,0.0,3.722059775021014e-05,0.000760208141161017
credit_card_recent_24m_balance_mean,429.36396741867065,30,credit_card_recent_24m_balance_mean,numeric_original,internal_credit_card_history,0.6090178336570256,0.1995146824022964,0.0481038959317874,0.7177397063526045,3.900068033931825e-05,0.0007482997783335606
bureau_recent_6m_debt_sum,427.0397901535034,44,bureau_recent_6m_debt_sum,numeric_original,external_credit_history,0.5376358956326418,0.0749195096361826,0.0255055154189287,0.0,5.041819494798954e-05,0.0007442491791582538
catoh__OCCUPATION_TYPE__06_Drivers,422.010048866272,34,OCCUPATION_TYPE,category_one_hot_train_top_level,current_application,0.51319103208898,0.0293473336379758,0.0,0.0,0.0,0.0007354832961873605
pos_recent_24m_def_dpd_month_ratio,418.9122099876404,22,pos_recent_24m_def_dpd_month_ratio,numeric_original,internal_pos_cash_history,0.5244965630342021,0.0518474663263378,0.0010938998868097,0.2018026416341927,5.756994861683419e-07,0.0007300843518834648
catoh__OCCUPATION_TYPE__02_Laborers,417.1828179359436,33,OCCUPATION_TYPE,category_one_hot_train_top_level,current_application,0.5300530976304768,0.0604936249380405,0.0,0.0,0.0,0.0007270703502737894
AMT_REQ_CREDIT_BUREAU_QRT,387.93189096450806,34,AMT_REQ_CREDIT_BUREAU_QRT,numeric_original,current_application,0.5052185554377611,0.0137892560241855,0.0128418381514526,0.1346669774046513,6.665123009302022e-05,0.0006760915448086511
pos_contract_count,374.11952209472656,22,pos_contract_count,numeric_original,internal_pos_cash_history,0.5364214363090668,0.0638404654734087,0.0211984398849248,0.0,0.0001582433038213,0.0006520192114322444
previous_cash_count,370.2243022918701,31,previous_cash_count,numeric_original,internal_previous_application,0.5206201301634771,0.0342907229047466,0.0074391358044197,0.0,0.000362669488276,0.0006452305837498572
installment_recent_12m_shortfall_ratio,368.0391101837158,32,installment_recent_12m_shortfall_ratio,numeric_original,internal_repayment_history,0.5616280530284699,0.1204748263895543,0.0508166703959727,0.2931433495748128,0.0001793696615371,0.000641422209283833
bureau_closed_loan_count,361.61436128616333,29,bureau_closed_loan_count,numeric_original,external_credit_history,0.5536800153092336,0.0909892286830396,0.0339568237049831,0.0,0.0002468269437958,0.0006302250932221598
pos_recent_6m_def_dpd_month_ratio,354.609899520874,23,pos_recent_6m_def_dpd_month_ratio,numeric_original,internal_pos_cash_history,0.5117208426935805,0.0254473357583578,0.0017615028111581,0.4611749147728812,0.0001261466493878,0.0006180176478283991
bureau_loan_count,352.6102809906006,35,bureau_loan_count,numeric_original,external_credit_history,0.5223093782743857,0.0494933281249133,0.0138874549369467,0.0,0.0002161253485013,0.0006145326928333372
credit_card_recent_6m_balance_mean,351.41101837158203,25,credit_card_recent_6m_balance_mean,numeric_original,internal_credit_card_history,0.604173589327999,0.2032906198272655,0.0419018750833933,0.7177397063526045,6.995751134785129e-05,0.0006124426060536512
previous_revolving_credit_sum,350.99333238601685,31,previous_revolving_credit_sum,numeric_original,internal_previous_application,0.5264908884671455,0.0554838511152168,0.006343038100393,0.0,0.0001753952089426,0.0006117146587778456
FLOORSMIN_AVG,349.2837190628052,34,FLOORSMIN_AVG,numeric_original,current_application,0.5333541989212534,0.0621281890692797,0.0191868185793435,0.6783645064956885,0.0001784147176364,0.0006087351277322236
bureau_consumer_credit_count,346.1647515296936,32,bureau_consumer_credit_count,numeric_original,external_credit_history,0.5308650598130344,0.0537436583832506,0.0129926412175467,0.0,0.0001937124919219,0.0006032993601998699
NONLIVINGAPARTMENTS_AVG,344.2370195388794,34,NONLIVINGAPARTMENTS_AVG,numeric_original,current_application,0.507458074999922,0.0193966969327398,0.0113884002448751,0.6937568764328724,7.454102972204719e-05,0.0005999396897783271
previous_revolving_refusal_rate,342.52566862106323,25,previous_revolving_refusal_rate,numeric_original,internal_previous_application,0.5427751650395859,0.0847788682216027,0.0260247418142722,0.6800771786436287,4.43662600318056e-05,0.000596957130435605
catoh__ORGANIZATION_TYPE__03_Self_employed,341.72965002059937,24,ORGANIZATION_TYPE,category_one_hot_train_top_level,current_application,0.5175908924594337,0.0352489215418952,0.0,0.0,0.0,0.0005955698213284678
bureau_recent_12m_overdue_loan_ratio,331.28667879104614,28,bureau_recent_12m_overdue_loan_ratio,numeric_original,external_credit_history,0.5073803849421883,0.015624159253598,0.0203926127090054,0.5061921769905748,1.3786803070025416e-05,0.0005773697075573963
installment_recent_6m_payment_ratio_mean,327.5346989631653,28,installment_recent_6m_payment_ratio_mean,numeric_original,internal_repayment_history,0.5520207587756057,0.0912417453231396,0.025728750567786,0.4081850553095547,0.0001739140189635,0.0005708307199232115
pos_recent_12m_def_dpd_month_ratio,324.48269844055176,22,pos_recent_12m_def_dpd_month_ratio,numeric_original,internal_pos_cash_history,0.5173488976628168,0.0363456293266224,3.1168750387670855e-05,0.3280200751191012,7.453609088130956e-05,0.0005655116631605402
bureau_recent_6m_loan_count,312.91382122039795,23,bureau_recent_6m_loan_count,numeric_original,external_credit_history,0.5436123870323165,0.0780249101523397,0.0315950611787239,0.0,1.0206064743663476e-05,0.0005453493092689109
previous_recent_6m_credit_sum,309.17339158058167,28,previous_recent_6m_credit_sum,numeric_original,internal_previous_application,0.5133688707936824,0.0280064761991345,0.0042896391947462,0.0,3.219479349019704e-05,0.0005388304514169721
ELEVATORS_AVG,306.549596786499,27,ELEVATORS_AVG,numeric_original,current_application,0.5412650604791032,0.0749827778827643,0.0342023696526334,0.5336057710547567,0.000108243856294,0.0005342576758424201
