candidate_feature,importance_gain,importance_split,original_feature,encoding,feature_group,auc_power,ks,iv,development_missing_rate,psi_development_validation,importance_gain_pct
ext_source_mean,99467.40545988083,377,ext_source_mean,numeric_original,current_application,0.7166262240902831,0.3250437600134246,0.6094893542326927,0.0005636642512208,0.0001587200574916,0.173352780170455
ext_source_min,14019.35858631134,248,ext_source_min,numeric_original,current_application,0.6911858036821537,0.2826912741472597,0.4678815681448544,0.0005636642512208,0.0002818999713611,0.024433077106086228
ext_source_max,13398.73248052597,293,ext_source_max,numeric_original,current_application,0.6857743043006221,0.2713294014544608,0.4409884370274413,0.0005636642512208,0.0002232955563586,0.02335144377718985
credit_to_annuity_ratio,12433.298265457153,625,credit_to_annuity_ratio,numeric_original,current_application,0.5322177936054967,0.0952032952315857,0.1428712442187236,4.335878855544776e-05,9.044507434001096e-05,0.021668875457647587
employment_years,11626.205137729645,552,employment_years,numeric_original,current_application,0.5831279860208569,0.1322741483872072,0.1143330693654077,0.1804213390277875,0.0001294742905551,0.020262265554622984
EXT_SOURCE_3,9240.026393175125,367,EXT_SOURCE_3,numeric_original,current_application,0.6818243074026483,0.2752321880582493,0.3386219077195299,0.1979816483927439,0.0001661005067066,0.016103609586472556
bureau_recent_24m_debt_to_credit_max,9068.43094778061,258,bureau_recent_24m_debt_to_credit_max,numeric_original,external_credit_history,0.6209297328676409,0.1912290145840412,0.1291512392413947,0.3593793189418288,0.0001886101535028,0.015804551343360698
DAYS_BIRTH,7830.672772884369,487,DAYS_BIRTH,numeric_original,current_application,0.5832345109411772,0.12253555588599,0.0852754811446048,0.0,0.0001449920412785,0.013647374127317643
goods_to_credit_ratio,7686.860786914825,270,goods_to_credit_ratio,numeric_original,current_application,0.5674783644731105,0.1200333216459688,0.0678484781781657,0.0008996948625255,0.0001326964714271,0.013396737172685202
AMT_ANNUITY,6852.430446624756,383,AMT_ANNUITY,numeric_original,current_application,0.5016594293431377,0.0345755500724912,0.0231489153634522,4.335878855544776e-05,0.0002911078448296,0.011942483704636256
EXT_SOURCE_1,6396.941212177277,367,EXT_SOURCE_1,numeric_original,current_application,0.6637524666894945,0.2423925977289344,0.145247673773825,0.564206236077764,0.0002058492938243,0.01114865255196755
credit_card_recent_6m_utilization_max,6091.732594490051,128,credit_card_recent_6m_utilization_max,numeric_original,internal_credit_card_history,0.6529109029376879,0.2707443072879192,0.0796204017101177,0.7787075829101335,3.0044893216066567e-05,0.010616731947791318
installment_payment_sum,5820.079414367676,254,installment_payment_sum,numeric_original,internal_repayment_history,0.5336317952684966,0.0612050363597862,0.01837203194416,0.0,0.0003051076340169,0.010143292092809343
bureau_credit_card_debt_to_credit_max,5583.537491321564,194,bureau_credit_card_debt_to_credit_max,numeric_original,external_credit_history,0.6380815543001183,0.2276025634621152,0.1216684051661472,0.514191873479055,0.0001228809473884,0.009731044484687623
installment_recent_24m_late_days_mean,5488.662253379822,155,installment_recent_24m_late_days_mean,numeric_original,internal_repayment_history,0.5822912491157378,0.1411712061833888,0.0830452181769332,0.1806327131219953,0.0002604803656568,0.009565694979585994
previous_credit_to_application_mean,5103.2134308815,235,previous_credit_to_application_mean,numeric_original,internal_previous_application,0.5716271191093016,0.1121554808250842,0.0678226608787054,0.0563555854249432,0.0001049316407367,0.008893930951112737
id_publish_years,4978.577799081802,403,id_publish_years,numeric_original,current_application,0.558228382980718,0.0903566303178448,0.0421022529434011,0.0,0.000285344118628,0.008676714736606235
EXT_SOURCE_2,4725.369149208069,317,EXT_SOURCE_2,numeric_original,current_application,0.6543837471860928,0.2198697623362371,0.3005036722445837,0.0020649623049531,0.0003307593110529,0.008235420191766383
AMT_GOODS_PRICE,4520.399393081665,275,AMT_GOODS_PRICE,numeric_original,current_application,0.5322314228913305,0.0924222606562126,0.0922906827712216,0.0008996948625255,8.265290977156308e-05,0.007878196869100108
OWN_CAR_AGE,4367.221909761429,208,OWN_CAR_AGE,numeric_original,current_application,0.5580178737891622,0.1068544424972783,0.0251494021219899,0.6603055710623446,0.000290073156691,0.007611237632852746
annuity_to_income_ratio,4302.3019552230835,280,annuity_to_income_ratio,numeric_original,current_application,0.5203374368597129,0.0384946181805059,0.0064303721288359,4.335878855544776e-05,0.0002336138521765,0.007498094492587557
pos_recent_24m_instalment_future_mean,4170.457539558411,255,pos_recent_24m_instalment_future_mean,numeric_original,internal_pos_cash_history,0.5190789976658606,0.0450176390145493,0.0118519043998382,0.2024259242196773,0.0002335176577279,0.007268314738106692
ext_source_std,4128.80057144165,314,ext_source_std,numeric_original,current_application,0.5505319924010995,0.0819863001618307,0.0378324883432917,0.1192908670131756,0.0002503109715932,0.007195714561163049
previous_refusal_rate,3996.578628063202,126,previous_refusal_rate,numeric_original,internal_previous_application,0.5611747625754916,0.1078861732520655,0.072557529150225,0.0530548976461597,1.6072188334089665e-05,0.006965276847640507
catfreq__CODE_GENDER,3785.787798166275,126,CODE_GENDER,category_frequency_train,current_application,0.5461156063341677,0.0927197719998926,0.0362458270885456,0.0,4.344326533415731e-07,0.006597908499907658
pos_instalment_future_mean,3744.685158729553,268,pos_instalment_future_mean,numeric_original,internal_pos_cash_history,0.5216467917401376,0.0417102631474831,0.0177777588578957,0.0585126851555767,4.866125419954609e-05,0.006526274412482171
bureau_max_credit_max_overdue,3585.9401140213013,255,bureau_max_credit_max_overdue,numeric_original,external_credit_history,0.5502820570125444,0.1011043590937,0.0223193542593333,0.4019359699090007,9.600471382905316e-05,0.00624961197506132
installment_late_ratio,3560.46271944046,176,installment_late_ratio,numeric_original,internal_repayment_history,0.5634250265408904,0.1090172827390066,0.060505414081578,0.0512446682239698,0.000312089502853,0.006205209719250296
previous_annuity_mean,3403.0370769500732,267,previous_annuity_mean,numeric_original,internal_previous_application,0.5361150285853762,0.0491313030731447,0.0221904763750769,0.0544857376684895,0.0002356230533941,0.005930846749092842
previous_down_payment_mean,3271.8020362854004,268,previous_down_payment_mean,numeric_original,internal_previous_application,0.5468873905977714,0.0779583549951165,0.0300379866152182,0.1100120862623098,0.000215917622763,0.0057021290194021875
pos_recent_12m_instalment_future_mean,3217.448046684265,212,pos_recent_12m_instalment_future_mean,numeric_original,internal_pos_cash_history,0.5144629778359996,0.0454614020670234,0.013842067139614,0.328936029527335,0.000423672532453,0.005607400347560906
bureau_active_total_debt_to_credit_ratio,2993.316905975342,242,bureau_active_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.5803942776705219,0.1274927873213109,0.0578484438912829,0.3036253367080924,0.0001652143367337,0.005216782373913864
previous_approved_credit_to_application_mean,2980.2751417160034,220,previous_approved_credit_to_application_mean,numeric_original,internal_previous_application,0.5598195880001078,0.0960548318541949,0.053312373747587,0.0594232197152411,0.0001294445318076,0.005194053057890879
DAYS_LAST_PHONE_CHANGE,2969.3634026050568,260,DAYS_LAST_PHONE_CHANGE,numeric_original,current_application,0.5569746798673961,0.0971469761418348,0.0468859525552572,5.41984856943097e-06,0.0001861152910452,0.005175035970809622
registration_age_years,2913.4815430641174,271,registration_age_years,numeric_original,current_application,0.5439937708825744,0.0696680713615294,0.0275703822296991,0.0,0.0002344859715036,0.005077644512092787
installment_first_due_day,2883.2640182971954,205,installment_first_due_day,numeric_original,internal_repayment_history,0.5604046246195203,0.0951792435355709,0.0471962655228387,0.0512446682239698,0.0002441671654278,0.005024981110408621
previous_recent_24m_credit_to_application_mean,2864.8740978240967,243,previous_recent_24m_credit_to_application_mean,numeric_original,internal_previous_application,0.5587113759039781,0.0949117953316048,0.0419188656582778,0.2615564721121692,0.0001018400286554,0.004992930974724615
bureau_closed_days_credit_mean,2818.908365249634,262,bureau_closed_days_credit_mean,numeric_original,external_credit_history,0.5682245842427218,0.1078663820286562,0.0790920744825822,0.2508251719446959,0.0003090932203442,0.004912821440375006
credit_to_income_ratio,2801.673921108246,234,credit_to_income_ratio,numeric_original,current_application,0.5016165986390422,0.0268860982770882,0.0109217108327167,0.0,0.0001044103477598,0.00488278508029515
pos_recent_6m_instalment_future_max,2800.7434697151184,157,pos_recent_6m_instalment_future_max,numeric_original,internal_pos_cash_history,0.5227064698516565,0.054357538354168,0.0145531278738568,0.4623456020638783,0.0002415615909767,0.004881163480384441
pos_recent_6m_instalment_future_mean,2760.2011523246765,195,pos_recent_6m_instalment_future_mean,numeric_original,internal_pos_cash_history,0.5219005639555253,0.0495060117914997,0.0132237736546473,0.4623456020638783,0.0002859231608771,0.004810505927775202
REGION_POPULATION_RELATIVE,2752.391557455063,258,REGION_POPULATION_RELATIVE,numeric_original,current_application,0.530026853461737,0.0592646081706915,0.032192402832792,0.0,0.0003866121257314,0.004796895288426632
installment_early_days_mean,2739.417731285095,260,installment_early_days_mean,numeric_original,internal_repayment_history,0.5303791380035541,0.047327463861492,0.0170506187024284,0.0512771873153864,0.0003822583286641,0.004774284375579215
previous_cnt_payment_mean,2735.0010256767273,184,previous_cnt_payment_mean,numeric_original,internal_previous_application,0.5268188285943063,0.0503693750236867,0.0245192054058204,0.0544857376684895,0.0002058085135635,0.004766586897265941
previous_cash_credit_to_application_mean,2633.730010509491,205,previous_cash_credit_to_application_mean,numeric_original,internal_previous_application,0.5825776508262477,0.1363597676627615,0.049513301419054,0.5156714921385096,0.0003091645026041,0.004590090768219873
bureau_days_credit_max,2613.864384174347,230,bureau_days_credit_max,numeric_original,external_credit_history,0.578935521253443,0.1230546228160865,0.0780883410543329,0.1429430861701724,0.0002427122813839,0.004555468757732089
pos_month_count,2605.4761333465576,143,pos_month_count,numeric_original,internal_pos_cash_history,0.5334561900047972,0.0631975439994211,0.0257634765984401,0.0,0.0002601204733304,0.00454084963104389
bureau_closed_credit_sum,2590.418089389801,182,bureau_closed_credit_sum,numeric_original,external_credit_history,0.5639715560907739,0.1058235799548565,0.0534841809924967,0.0,0.0001396815124533,0.004514606322778596
bureau_active_days_credit_mean,2569.3001079559326,231,bureau_active_days_credit_mean,numeric_original,external_credit_history,0.5730943145330405,0.1175231710831745,0.0500055695838763,0.2935064794289647,0.0002297981868373,0.004477801695411235
bureau_mean_credit,2565.550473690033,208,bureau_mean_credit,numeric_original,external_credit_history,0.5219509913229491,0.0316338731020786,0.021364627024581,0.1429485060187418,0.0001767227334256,0.00447126679564572
previous_total_credit_to_current_application_ratio,2553.6072936058044,213,previous_total_credit_to_current_application_ratio,numeric_original,internal_previous_application,0.5477071317823408,0.0844656965810458,0.0405961743438922,0.0563555854249432,0.0001782775652974,0.0044504521030124386
bureau_recent_12m_debt_to_credit_max,2506.7786881923676,178,bureau_recent_12m_debt_to_credit_max,numeric_original,external_credit_history,0.6075206698804909,0.1654741290658433,0.0932397347278068,0.5459250868530733,0.00017623985882,0.004368838745326149
installment_recent_24m_late_ratio,2483.158351421356,117,installment_recent_24m_late_ratio,numeric_original,internal_repayment_history,0.579401391530055,0.1415345575381322,0.0751612839180264,0.1805622550905927,0.000320313253626,0.004327672988273515
catoh__NAME_EDUCATION_TYPE__02_Higher_education,2481.732918739319,56,NAME_EDUCATION_TYPE,category_one_hot_train_top_level,current_application,0.5434875831011248,0.087281748283706,0.0,0.0,0.0,0.0043251887300661705
bureau_max_credit,2463.5284428596497,190,bureau_max_credit,numeric_original,external_credit_history,0.5150546095624339,0.026877917501288,0.0213205319451177,0.1429485060187418,0.0003206354492924,0.004293461789057746
pos_months_min,2396.1431136131287,181,pos_months_min,numeric_original,internal_pos_cash_history,0.5566294545605435,0.0895509191337258,0.0401237725322768,0.0584205477298964,0.0002099893702941,0.004176021969314006
bureau_credit_card_debt_to_credit_mean,2357.091724872589,148,bureau_credit_card_debt_to_credit_mean,numeric_original,external_credit_history,0.6285487207338515,0.210894900200443,0.1052382937070417,0.514191873479055,0.0002441119785056,0.004107962821934112
previous_approved_amount_mean,2340.5338459014893,166,previous_approved_amount_mean,numeric_original,internal_previous_application,0.5384978762080013,0.0557296806129227,0.0243062723866435,0.0562363487564157,0.0001162718455211,0.004079105586339244
previous_days_decision_mean,2335.7207927703857,178,previous_days_decision_mean,numeric_original,internal_previous_application,0.5556992745462902,0.0898363745718817,0.0418202707854618,0.0530548976461597,0.0001803388346925,0.004070717349634694
bureau_sum_credit,2325.7487876415253,163,bureau_sum_credit,numeric_original,external_credit_history,0.5194334323131116,0.0309035224479805,0.017771191247145,0.1429430861701724,0.0002934355263079,0.004053338040252192
bureau_total_debt_to_credit_ratio,2305.0597157478333,131,bureau_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.590704501404179,0.1414314333123398,0.1010809146037119,0.1465147663774274,0.000247957648619,0.004017280920682862
previous_approved_days_decision_max,2300.339395046234,194,previous_approved_days_decision_max,numeric_original,internal_previous_application,0.5060039314612549,0.0127807766659734,0.0062589088157772,0.0562363487564157,5.931449628281897e-05,0.00400905429897563
bureau_days_credit_mean,2263.426733016968,177,bureau_days_credit_mean,numeric_original,external_credit_history,0.6030186998135512,0.1564621973273423,0.121882773728535,0.1429430861701724,0.0002207020960177,0.003944722545707504
previous_recent_24m_credit_mean,2226.4634017944336,205,previous_recent_24m_credit_mean,numeric_original,internal_previous_application,0.5139605799026132,0.0214503612866376,0.0079791397106048,0.2296281441896513,0.0003065846387441,0.0038803024856671102
income_per_family_member,2197.222826719284,209,income_per_family_member,numeric_original,current_application,0.5151745756940269,0.0235688436836181,0.0032366717127349,5.41984856943097e-06,0.0001128370981716,0.003829341721589429
bureau_days_credit_min,2179.7364115715027,197,bureau_days_credit_min,numeric_original,external_credit_history,0.57790693276197,0.1233328149346471,0.0759496075242646,0.1429430861701724,0.0003022533212908,0.003798866223942058
pos_active_month_ratio,2176.698920249939,197,pos_active_month_ratio,numeric_original,internal_pos_cash_history,0.5094479263242063,0.0251068388853269,0.0112594925035447,0.0584205477298964,0.0002011372399132,0.0037935724539587936
bureau_recent_24m_credit_sum,2154.4198117256165,155,bureau_recent_24m_credit_sum,numeric_original,external_credit_history,0.5200208523235192,0.0414153161859371,0.0082422270989786,0.0,0.0001001181394349,0.0037547442027889336
bureau_consumer_credit_total_debt_to_credit_ratio,2145.4280881881714,158,bureau_consumer_credit_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.5674662458739792,0.1083753142898428,0.0672952765937695,0.1964424113990255,0.0001881817073577,0.00373907333788064
bureau_recent_12m_credit_sum,2138.611936569214,150,bureau_recent_12m_credit_sum,numeric_original,external_credit_history,0.5420166855637348,0.0708850376409917,0.0229014361873804,0.0,2.6785266953736116e-05,0.003727194081276463
previous_cash_credit_mean,2127.866265296936,191,previous_cash_credit_mean,numeric_original,internal_previous_application,0.5128483175683569,0.0296605783552884,0.0075441227751157,0.4439452161706602,0.0003083842040279,0.0037084664188705256
bureau_consumer_credit_debt_to_credit_max,2094.369605064392,160,bureau_consumer_credit_debt_to_credit_max,numeric_original,external_credit_history,0.5752616183195394,0.1295826531439237,0.0725078413227124,0.2293950907011658,0.0002224719627559,0.0036500881073936197
previous_down_payment_to_credit_mean,2082.0256037712097,206,previous_down_payment_to_credit_mean,numeric_original,internal_previous_application,0.5358071247934313,0.0552976347387285,0.0168366136990215,0.1100120862623098,0.0002444372248661,0.003628574859584377
bureau_recent_24m_total_debt_to_credit_ratio,2074.576864719391,187,bureau_recent_24m_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.5728033890553057,0.1088914889884936,0.0466221653157173,0.3217493103242695,0.0001608235164051,0.0036155931233319135
bureau_mean_debt,2014.8587594032288,177,bureau_mean_debt,numeric_original,external_credit_history,0.5568867743522342,0.1046710796808677,0.0520942150627945,0.1668283588156547,0.0002246168037206,0.0035115158174526097
previous_approved_cnt_payment_mean,1955.203598499298,152,previous_approved_cnt_payment_mean,numeric_original,internal_previous_application,0.5139055964474911,0.0313966759068401,0.0180533777261993,0.0562363487564157,0.0001431462438341,0.003407548211718857
bureau_credit_card_total_debt_to_credit_ratio,1932.3235712051392,165,bureau_credit_card_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.6107205236171239,0.1764619613312361,0.0844882025961371,0.4778246895781732,0.0001751144066156,0.003367672673360534
YEARS_BEGINEXPLUATATION_MEDI,1923.3094029426575,176,YEARS_BEGINEXPLUATATION_MEDI,numeric_original,current_application,0.5336406710324324,0.0515355699136722,0.0315293842645358,0.488550569897077,7.517990144439869e-05,0.003351962691562972
previous_approved_days_decision_mean,1914.8548092842102,171,previous_approved_days_decision_mean,numeric_original,internal_previous_application,0.5463519986152903,0.0758944325541927,0.0311407924168781,0.0562363487564157,0.0002253301790217,0.003337227941931903
previous_approved_credit_sum,1898.5852155685425,157,previous_approved_credit_sum,numeric_original,internal_previous_application,0.5302389616814513,0.0507135698539637,0.0149381059731584,0.0,0.0002440267431824,0.003308873132737726
bureau_days_credit_update_max,1894.5778939723969,174,bureau_days_credit_update_max,numeric_original,external_credit_history,0.5576249952306276,0.0873087050629955,0.0479879493676003,0.1429430861701724,7.2173733416306e-05,0.0033018891329388254
pos_recent_24m_active_month_ratio,1880.5351366996765,159,pos_recent_24m_active_month_ratio,numeric_original,internal_pos_cash_history,0.516856305560699,0.0301488902642238,0.0053523324002107,0.2018026416341927,0.0003031247625994,0.0032774152763701348
previous_refused_credit_to_application_mean,1846.1570777893066,155,previous_refused_credit_to_application_mean,numeric_original,internal_previous_application,0.5590384201937751,0.0859498433375274,0.0548201391036459,0.7003636718390088,7.158711009804195e-05,0.0032175008545409656
installment_late_days_mean,1834.3249487876892,128,installment_late_days_mean,numeric_original,internal_repayment_history,0.5580579700823713,0.0979471288769495,0.0479186168309372,0.0512771873153864,0.0002447332336662,0.0031968797028352125
previous_refused_days_decision_max,1831.0814833641052,139,previous_refused_days_decision_max,numeric_original,internal_previous_application,0.5599547329805291,0.0949098022201431,0.0620659150330666,0.6736763374831307,0.0001332159084226,0.003191226959145303
bureau_consumer_credit_debt_to_credit_mean,1814.7537927627563,154,bureau_consumer_credit_debt_to_credit_mean,numeric_original,external_credit_history,0.5743618885139748,0.1291932797275305,0.068673177599352,0.2293950907011658,9.459680860055164e-05,0.003162770898122896
previous_goods_price_mean,1800.4708952903748,143,previous_goods_price_mean,numeric_original,internal_previous_application,0.5201065493198112,0.0317436161077637,0.0146101653976297,0.0562255090592768,0.0001897971855523,0.003137878522833932
installment_recent_12m_payment_sum,1791.4916696548462,138,installment_recent_12m_payment_sum,numeric_original,internal_repayment_history,0.5074386091488694,0.0244808139283627,0.0059393733961501,0.0,0.0001678453503231,0.0031222294393929797
BASEMENTAREA_AVG,1760.95041847229,155,BASEMENTAREA_AVG,numeric_original,current_application,0.5308791994138216,0.0486664788712802,0.0244343415520734,0.5857772333840993,0.0002099678637164,0.0030690018441028246
installment_last_due_day,1753.173017501831,154,installment_last_due_day,numeric_original,internal_repayment_history,0.5003280506502246,0.0156250499272117,0.0087012354935081,0.0512446682239698,0.000169063100491,0.0030554473126008118
installment_recent_6m_payment_sum,1747.198590517044,144,installment_recent_6m_payment_sum,numeric_original,internal_repayment_history,0.5101470606012481,0.0254604057043503,0.0029370984242498,0.0,8.544164142541305e-05,0.0030450350220323605
previous_approval_rate,1728.073763847351,107,previous_approval_rate,numeric_original,internal_previous_application,0.5580104437246326,0.1054432632350838,0.0627066057731507,0.0530548976461597,0.0002082064874919,0.003011704084544436
feature_store_missing_field_count,1711.7363147735596,172,feature_store_missing_field_count,numeric_original,feature_store_quality,0.5025467073767645,0.0166149026884312,0.0058109448222721,0.0,0.0001157264975137,0.002983231016359529
bureau_active_loan_ratio,1668.7901253700256,123,bureau_active_loan_ratio,numeric_original,external_credit_history,0.5836261226050249,0.1367377372941904,0.089205633090534,0.1429430861701724,0.0001252412269095,0.0029083839717783536
previous_refused_days_decision_mean,1653.071695804596,121,previous_refused_days_decision_mean,numeric_original,internal_previous_application,0.5480333902295608,0.0926055496437439,0.0610218724705621,0.6736763374831307,0.0001440124201694,0.0028809897369284285
catfreq__ORGANIZATION_TYPE,1649.8260197639465,142,ORGANIZATION_TYPE,category_frequency_train,current_application,0.5028732433783649,0.0378762544566202,0.0415050309140135,0.0,3.260699320554384e-05,0.0028753331405531853
previous_recent_24m_days_decision_max,1614.1819462776184,150,previous_recent_24m_days_decision_max,numeric_original,internal_previous_application,0.520915153557736,0.036995279224782,0.010993281869974,0.2296281441896513,0.0002507158154283,0.0028132122959721208
pos_recent_12m_instalment_future_max,1614.0048670768738,111,pos_recent_12m_instalment_future_max,numeric_original,internal_pos_cash_history,0.5144596990247802,0.0488386074224224,0.0143063570976152,0.328936029527335,0.0002012297835858,0.002812903680585829
TOTALAREA_MODE,1528.7482018470764,128,TOTALAREA_MODE,numeric_original,current_application,0.5462566609308719,0.0651668598938429,0.0369872507694285,0.4836618664874503,0.0002460889191171,0.002664317519347228
previous_recent_24m_refusal_rate,1519.1976566314697,82,previous_recent_24m_refusal_rate,numeric_original,internal_previous_application,0.5674062689902114,0.1223561599741788,0.0629325370065912,0.2296281441896513,2.154432651111127e-05,0.0026476727344791153
catfreq__NAME_EDUCATION_TYPE,1495.697693824768,49,NAME_EDUCATION_TYPE,category_frequency_train,current_application,0.5367023911146153,0.079698026426636,0.0333541935360117,0.0,3.0588045520570157e-06,0.0026067167663646443
APARTMENTS_AVG,1495.6037364006042,126,APARTMENTS_AVG,numeric_original,current_application,0.5404742262309717,0.0579661827734962,0.032723097025689,0.5082517194469587,0.0001827455882484,0.0026065530164344924
LIVINGAREA_AVG,1490.0644097328186,129,LIVINGAREA_AVG,numeric_original,current_application,0.5489015255341056,0.0722618453326988,0.034793565231316,0.5026855349661531,0.000308977800647,0.002596899023011287
previous_recent_12m_credit_mean,1477.5534148216248,132,previous_recent_12m_credit_mean,numeric_original,internal_previous_application,0.5088486525368385,0.0198383865598315,0.0098966472720426,0.4503297977854498,0.0001300183349204,0.0025750947370693097
catoh__NAME_FAMILY_STATUS__01_Married,1471.349925994873,78,NAME_FAMILY_STATUS,category_one_hot_train_top_level,current_application,0.5221901024312845,0.0446922608041288,0.0,0.0,0.0,0.002564283235252189
installment_recent_24m_total_payment_ratio,1438.7241158485413,100,installment_recent_24m_total_payment_ratio,numeric_original,internal_repayment_history,0.5690433381523461,0.1216426202776388,0.057144065449477,0.1805676749391622,0.0002025099242997,0.0025074226499375227
previous_refused_amount_mean,1429.2955598831177,129,previous_refused_amount_mean,numeric_original,internal_previous_application,0.5037601651418954,0.0293766768318085,0.0469935906612082,0.6736763374831307,0.0002269637197579,0.002490990469143804
previous_recent_12m_days_decision_max,1424.3955464363098,143,previous_recent_12m_days_decision_max,numeric_original,internal_previous_application,0.5121920446268776,0.0196265708628771,0.0096016448547689,0.4503297977854498,0.0001749833286009,0.0024824506771390815
previous_recent_12m_credit_to_application_mean,1423.8516459465027,126,previous_recent_12m_credit_to_application_mean,numeric_original,internal_previous_application,0.5503796564290903,0.0835326726020664,0.0304145240631222,0.5338008856032562,9.426955534654932e-05,0.0024815027619742272
installment_record_count,1408.396185874939,112,installment_record_count,numeric_original,internal_repayment_history,0.5153471796067429,0.0324917062647741,0.009328909053215,0.0,0.0003975986358257,0.002454566832964802
catfreq__NAME_INCOME_TYPE,1400.747522354126,51,NAME_INCOME_TYPE,category_frequency_train,current_application,0.5599966776847645,0.1042300438454255,0.0575591837582325,0.0,8.064982592527201e-06,0.0024412366663660963
bureau_consumer_credit_credit_sum,1398.7436938285828,124,bureau_consumer_credit_credit_sum,numeric_original,external_credit_history,0.5251044561654479,0.0543697220780826,0.0155461140550527,0.0,0.0001836955872521,0.002437744374149548
bureau_recent_6m_debt_to_credit_mean,1392.2422704696655,122,bureau_recent_6m_debt_to_credit_mean,numeric_original,external_credit_history,0.5543358048915604,0.0864289838271822,0.0396946280148232,0.752556813562629,0.0002526413270319,0.0024264136290766004
pos_recent_12m_active_month_ratio,1388.7378792762756,119,pos_recent_12m_active_month_ratio,numeric_original,internal_pos_cash_history,0.5258940691060843,0.0502278014687809,0.0093110541309613,0.3280200751191012,0.0003685804674145,0.0024203061413687397
bureau_consumer_credit_debt_sum,1387.6950707435608,111,bureau_consumer_credit_debt_sum,numeric_original,external_credit_history,0.5232336575034906,0.0379270953716002,0.0080565256138125,0.0,3.467000200722734e-05,0.002418488724321459
installment_recent_12m_late_days_mean,1382.6850304603577,71,installment_recent_12m_late_days_mean,numeric_original,internal_repayment_history,0.577670710224737,0.1412318550690754,0.0634036999726137,0.2932409068490626,0.0002072189424328,0.0024097571764556654
installment_recent_24m_payment_sum,1352.9295568466187,113,installment_recent_24m_payment_sum,numeric_original,internal_repayment_history,0.5086779783160409,0.0264672504083862,0.0073249205663317,0.0,0.00026673793998,0.002357899042101183
pos_def_dpd_max,1333.1479840278625,80,pos_def_dpd_max,numeric_original,internal_pos_cash_history,0.5257710250000897,0.0503820415000361,0.0213273352655116,0.0584205477298964,4.307825359648134e-06,0.0023234235209149104
credit_card_recent_6m_drawings_sum,1322.3532915115356,76,credit_card_recent_6m_drawings_sum,numeric_original,internal_credit_card_history,0.5299681411763025,0.0609850520197206,0.0341263677205847,0.0,5.699157610864851e-06,0.002304610423798939
LANDAREA_MEDI,1319.8776941299438,130,LANDAREA_MEDI,numeric_original,current_application,0.518663743502386,0.039396552006657,0.01796735797197,0.5941942582124256,0.0001486493255809,0.0023002959281438295
credit_card_recent_24m_payment_to_min_due_mean,1315.920117855072,97,credit_card_recent_24m_payment_to_min_due_mean,numeric_original,internal_credit_card_history,0.5691151358362692,0.1037028732712644,0.0394023549395427,0.8631705030161457,0.0001466340821634,0.0022933986249839278
previous_application_amount_mean,1314.8057074546814,127,previous_application_amount_mean,numeric_original,internal_previous_application,0.5275695283948321,0.0385252905963425,0.0156004079792013,0.0530548976461597,0.0002204703081341,0.0022914564194919337
previous_days_decision_max,1257.6422867774963,118,previous_days_decision_max,numeric_original,internal_previous_application,0.5226748576891647,0.0412949630027717,0.0120368570439039,0.0530548976461597,0.0001522215809677,0.0021918314433238347
pos_recent_24m_instalment_future_max,1255.3018970489502,74,pos_recent_24m_instalment_future_max,numeric_original,internal_pos_cash_history,0.5168044020843271,0.0432422370479351,0.0108535477175215,0.2024259242196773,0.0001491270153849,0.0021877525889066507
pos_recent_24m_dpd_max,1244.6838459968567,46,pos_recent_24m_dpd_max,numeric_original,internal_pos_cash_history,0.5295549227951036,0.0613286033195873,0.0010938998868097,0.2018026416341927,5.756994861683419e-07,0.00216924734428544
HOUR_APPR_PROCESS_START,1236.4456419944763,119,HOUR_APPR_PROCESS_START,numeric_original,current_application,0.5245624692043418,0.035151686406881,0.0095756084783555,0.0,0.0002402708989102,0.0021548897206918496
bureau_recent_6m_total_debt_to_credit_ratio,1232.9163513183594,95,bureau_recent_6m_total_debt_to_credit_ratio,numeric_original,external_credit_history,0.5444374067480572,0.0729387423432723,0.0390643570976929,0.7297121518424775,0.0003811936686785,0.0021487388379186853
DEF_30_CNT_SOCIAL_CIRCLE,1232.8463435173035,75,DEF_30_CNT_SOCIAL_CIRCLE,numeric_original,current_application,0.518443495679876,0.0386575700657034,0.0081519442646839,0.0033006877787834,5.4903941060290435e-06,0.002148616827629078
installment_total_payment_ratio,1219.6347970962524,80,installment_total_payment_ratio,numeric_original,internal_repayment_history,0.5563626798596734,0.0907238233033916,0.0494655648723456,0.0512609277696781,3.9507277668213224e-05,0.0021255916135717555
document_flag_count,1203.5380291938782,74,document_flag_count,numeric_original,current_application,0.5111016693060655,0.0335394218506504,0.0059983524477598,0.0,1.6795464988432894e-07,0.0020975380069180602
COMMONAREA_MEDI,1203.286259174347,112,COMMONAREA_MEDI,numeric_original,current_application,0.519865700143551,0.0378391570068853,0.0136137152533609,0.6979030605884872,4.788560478215696e-05,0.0020970992196324414
bureau_credit_card_debt_sum,1202.634033203125,104,bureau_credit_card_debt_sum,numeric_original,external_credit_history,0.5470027769954302,0.0879505107789524,0.0361938125747138,0.0,6.195485301908349e-05,0.0020959625137448395
