split,strategy_action,candidate_feature,reason_label,applicant_count,avg_reason_rank,avg_shap_value,avg_pd,bad_rate,avg_feature_value,action_applicant_count,applicant_share_in_action
final_holdout,decline,bureau_credit_card_debt_to_credit_max,征信负债相对授信额度偏高,754,3.6949602122015914,0.16313589809521628,0.3077482687260492,0.253315649867374,24.521107514119592,6185,0.12190784155214228
final_holdout,decline,installment_recent_24m_late_days_mean,近期还款延迟或逾期行为,516,2.546511627906977,0.2154291616284386,0.3288093780659362,0.3236434108527132,7.246177286371704,6185,0.08342764753435732
final_holdout,decline,bureau_max_credit_max_overdue,外部征信历史风险信号,508,3.395669291338583,0.18319694729806044,0.29618252088104774,0.3228346456692913,47864.23295869602,6185,0.08213419563459984
final_holdout,decline,pos_recent_24m_instalment_future_mean,POS/现金贷历史表现风险,432,3.740740740740741,0.14310122096692574,0.2930684583043129,0.30787037037037035,33.54966247523272,6185,0.0698464025869038
final_holdout,decline,id_publish_years,模型识别的申请资料风险信号,427,3.0960187353629975,0.19309022681860719,0.3030899996520608,0.2786885245901639,0.5226922649235859,6185,0.06903799514955537
final_holdout,decline,EXT_SOURCE_1,外部综合评分/外部数据风险信号,387,4.315245478036176,0.13569894492516185,0.2782927397947598,0.28165374677002586,0.09968385342005137,6185,0.06257073565076798
final_holdout,decline,pos_def_dpd_max,近期还款延迟或逾期行为,332,3.3283132530120483,0.17032055571544757,0.3273091852472616,0.28313253012048195,36.75,6185,0.053678253839935325
final_holdout,decline,catoh__NAME_FAMILY_STATUS__01_Married,模型识别的申请资料风险信号,296,4.331081081081081,0.13125077612066774,0.27771898760741875,0.27364864864864863,0.0,6185,0.047857720291026674
final_holdout,decline,DEF_30_CNT_SOCIAL_CIRCLE,模型识别的申请资料风险信号,221,3.02262443438914,0.1882311244149083,0.30136981744613267,0.2850678733031674,2.2941176470588234,6185,0.03573160873080032
final_holdout,decline,DAYS_BIRTH,年龄段相关风险,201,4.318407960199005,0.11471657274022057,0.2647020198195857,0.2736318407960199,-14193.378109452737,6185,0.032497978981406626
final_holdout,decline,EXT_SOURCE_2,外部综合评分/外部数据风险信号,197,2.238578680203046,0.32940477789826283,0.37825074006480036,0.3756345177664975,0.007566730279479323,6185,0.03185125303152789
final_holdout,decline,REGION_RATING_CLIENT_W_CITY,模型识别的申请资料风险信号,194,4.319587628865979,0.1237339833922781,0.28346319221872546,0.25773195876288657,3.0,6185,0.031366208569118835
final_holdout,decline,credit_card_recent_6m_drawings_sum,信用卡历史使用表现风险,190,2.905263157894737,0.22421219091175265,0.3074618342841403,0.3631578947368421,413967.0810032895,6185,0.030719482619240096
final_holdout,decline,ext_source_max,外部综合评分/外部数据风险信号,178,4.584269662921348,0.1068757601175314,0.26716270211608945,0.24157303370786518,0.3012004749263438,6185,0.02877930476960388
final_holdout,decline,FLAG_WORK_PHONE,模型识别的申请资料风险信号,168,4.339285714285714,0.11866305496611625,0.2709084026041698,0.20238095238095238,1.0,6185,0.027162489894907032
final_holdout,decline,installment_late_ratio,近期还款延迟或逾期行为,167,4.005988023952096,0.14170170179658473,0.3191133433078157,0.2994011976047904,0.4956464216023862,6185,0.02700080840743735
final_holdout,decline,pos_recent_6m_instalment_future_mean,POS/现金贷历史表现风险,152,3.1315789473684212,0.1750698496287039,0.2913143814929315,0.3026315789473684,46.06341636808295,6185,0.024575586095392076
final_holdout,decline,pos_instalment_future_mean,POS/现金贷历史表现风险,150,4.1866666666666665,0.12600362084353928,0.26761117694881276,0.29333333333333333,27.79444627126058,6185,0.024252223120452707
final_holdout,decline,bureau_consumer_credit_debt_sum,外部征信历史风险信号,146,3.4657534246575343,0.16348150103466128,0.29811093048615,0.273972602739726,3139307.495719178,6185,0.023605497170573968
final_holdout,decline,credit_card_recent_12m_balance_max,信用卡历史使用表现风险,128,3.84375,0.1605567308896478,0.2859214077045308,0.3515625,641118.0816650391,6185,0.020695230396119646
final_holdout,decline,pos_recent_12m_instalment_future_mean,POS/现金贷历史表现风险,128,4.15625,0.12015468544824405,0.2725427576109774,0.1875,34.21852144598961,6185,0.020695230396119646
final_holdout,decline,annuity_to_income_ratio,还款压力相对收入偏高,126,4.261904761904762,0.12721584144925374,0.3043405942158794,0.2777777777777778,0.3983095834652583,6185,0.020371867421180277
final_holdout,decline,REG_CITY_NOT_LIVE_CITY,模型识别的申请资料风险信号,113,3.9646017699115044,0.13550822453208886,0.2736681209802888,0.2831858407079646,1.0,6185,0.018270008084074373
final_holdout,decline,pos_recent_24m_dpd_max,近期还款延迟或逾期行为,111,3.8018018018018016,0.15337243427348488,0.3042187937145742,0.34234234234234234,417.5855855855856,6185,0.017946645109135004
final_holdout,decline,bureau_recent_6m_total_debt_to_credit_ratio,征信负债相对授信额度偏高,110,3.7545454545454544,0.14726512277165407,0.2928731387874737,0.2818181818181818,0.002422931613876823,6185,0.01778496362166532
final_holdout,decline,AMT_GOODS_PRICE,模型识别的申请资料风险信号,105,4.628571428571429,0.11709043664079831,0.26691659681622265,0.26666666666666666,515271.4285714286,6185,0.016976556184316895
final_holdout,decline,previous_credit_to_application_mean,历史申请与授信表现风险,103,4.058252427184466,0.12856294006708868,0.26723721753309054,0.22330097087378642,1.1649489101854342,6185,0.016653193209377526
final_holdout,decline,bureau_credit_card_debt_sum,外部征信历史风险信号,93,3.182795698924731,0.19937770785342085,0.30524627244137004,0.2903225806451613,1269623.7614247312,6185,0.015036378334680679
final_holdout,decline,bureau_recent_12m_credit_sum,外部征信历史风险信号,79,4.3164556962025316,0.12093435499789112,0.26316887036189546,0.25316455696202533,1546408.7381329115,6185,0.012772837510105092
final_holdout,decline,installment_recent_6m_late_days_max,近期还款延迟或逾期行为,76,3.736842105263158,0.14903743731188085,0.31654460612199764,0.34210526315789475,28.355263157894736,6185,0.012287793047696038
