model,split,rows,bad_count,bad_rate,auc,ks,logloss,brier,avg_pred,top_1pct_bad_rate,top_1pct_bad_capture,top_1pct_lift,top_5pct_bad_rate,top_5pct_bad_capture,top_5pct_lift,top_10pct_bad_rate,top_10pct_bad_capture,top_10pct_lift,top_20pct_bad_rate,top_20pct_bad_capture,top_20pct_lift,score_psi_vs_development
baseline_logit,development,184507,14895,0.0807286444416743,0.7842575765423883,0.4283354576058777,0.2385376884456429,0.0663455111152939,0.0807286444416742,0.5032502708559047,0.0623699227928835,6.233850132582102,0.3600693691740733,0.2230278616985565,4.460242974031604,0.2983578125846837,0.3695871097683786,3.695811005475814,0.224378082488754,0.5558912386706949,2.779411001393255,0.0
baseline_logit,validation,61502,4965,0.0807290819810737,0.7772182413994019,0.4176507783288937,0.2404353868904118,0.0666695147471042,0.0809114974246555,0.4821428571428571,0.0598187311178247,5.972356495468278,0.3543563068920676,0.2195367573011077,4.389450470589313,0.3014144041619249,0.3734138972809667,3.73365331012421,0.2250223559060239,0.5575025176233636,2.787376622947086,0.0002215941979212
baseline_logit,final_holdout,61502,4965,0.0807290819810737,0.7856783002000258,0.4345099140220289,0.2382336914754522,0.0663445521362774,0.0805779133771214,0.4935064935064935,0.0612286002014098,6.113119106472581,0.3559817945383615,0.2205438066465256,4.409585564491099,0.292635343846529,0.3625377643504531,3.6249061263341846,0.2274611820177221,0.5635448136958711,2.81758662969868,7.581005262225498e-05
lightgbm,development,184507,14895,0.0807286444416743,0.9133892043097365,0.660694214262472,0.18341338849899158,0.05177220332305982,0.08072864444167428,0.9355362946912242,0.11594494796911715,11.588653583389977,0.6813353566009105,0.42202081235313865,8.439821593847881,0.4988889491084494,0.617992614971467,6.1798256685567425,0.3244810579372392,0.803893924135616,4.019404266990681,0.0
lightgbm,validation,61502,4965,0.08072908198107379,0.7903870952906082,0.43946522664149873,0.23534032244595166,0.06538772207312993,0.07881595770047953,0.5405844155844156,0.06706948640483383,6.696278494918979,0.38719115734720416,0.23987915407854984,4.796179367405387,0.3166964721183547,0.39234642497482375,3.922953963388329,0.23307048207462808,0.5774420946626385,2.8870696452273465,0.0008067782004668733
lightgbm,final_holdout,61502,4965,0.08072908198107379,0.7959628715724328,0.4494301827065063,0.2342606865180892,0.06539787625155573,0.07871986242613371,0.5405844155844156,0.06706948640483383,6.696278494918979,0.3862158647594278,0.23927492447129908,4.784098311064316,0.3075922614209072,0.381067472306143,3.8101791061245986,0.23412730672303064,0.5800604229607251,2.9001606481530375,0.0005824092063419385
